Australian Bureau of Statistics

"2016 Census - Selected Family Characteristics"
"SSC by SSCF Same-Sex Couple Indicator"
"Counting: Families Location on Census Night"

Filters:
"Default Summation","Families Location on Census Night"

"SSCF Same-Sex Couple Indicator","Male same-sex couple","Female same-sex couple","Opposite-sex couple","Not applicable","Total",
"Yarara",0,0,4,0,9,
"Yarra",0,0,46,24,70,
"Yarrabandai",0,0,13,5,15,
"Yarrabin",0,0,19,21,39,
"Yarragal",0,0,3,0,10,
"Yarragrin",0,0,10,6,18,
"Yarragundry",0,0,22,6,35,
"Yarrahapinni",0,0,44,54,97,
"Yarramalong",0,0,90,48,139,
"Yarraman (NSW)",0,0,5,5,10,
"Yarramundi",0,0,193,66,258,
"Yarranbella",0,0,43,39,78,
"Yarrangobilly",0,0,0,0,0,
"Yarras (Bathurst Regional - NSW)",0,0,5,0,7,
"Yarras (Port Macquarie-Hastings - NSW)",0,0,12,11,30,
"Yarratt Forest",0,0,0,0,0,
"Yarravel",0,4,259,171,438,
"Yarrawa",0,0,27,13,41,
"Yarrawarrah",0,4,733,235,977,
"Yarrawonga (NSW)",0,0,82,96,179,
"Yarrawonga Park",0,0,87,69,156,
"Yarrie Lake",0,0,11,17,32,
"Yarrow",0,0,4,0,4,
"Yarrowford",0,0,25,9,32,
"Yarrowitch",0,0,32,58,90,
"Yarrowyck",0,0,32,26,56,
"Yass",3,9,1404,1249,2659,
"Yass River",0,4,86,46,140,
"Yathella",0,0,33,11,43,
"Yattalunga (NSW)",0,0,142,79,215,
"Yatte Yattah",0,0,42,32,78,
"Yaven Creek",0,0,13,4,23,
"Yelgun",0,0,24,33,55,
"Yellow Dam",0,0,3,3,5,
"Yellow Pinch",0,0,13,11,23,
"Yellow Rock (Blue Mountains - NSW)",0,4,262,84,353,
"Yellow Rock (Shellharbour - NSW)",0,0,43,27,71,
"Yenda (NSW)",0,0,346,273,614,
"Yengo National Park",0,0,0,0,0,
"Yennora",0,0,258,308,564,
"Yeoval",0,0,81,106,184,
"Yerong Creek",0,0,67,67,130,
"Yerranderie",0,0,0,3,3,
"Yerrinbool",0,0,275,163,437,
"Yerriyong",0,0,9,5,9,
"Yessabah",0,0,22,23,44,
"Yetholme",0,0,54,36,99,
"Yetman",0,0,47,47,94,
"Yippin Creek",0,0,47,31,81,
"Yoogali",0,0,266,154,417,
"Yorklea",0,0,94,74,168,
"Young",0,0,2022,2281,4312,
"Yowie Bay",0,0,761,324,1079,
"Yowrie",0,0,30,29,52,
"Yullundry",0,0,8,0,8,
"Yuraygir",0,0,0,0,0,
"Zara",0,0,14,24,34,
"Zetland",102,27,1818,3097,5046,
"Migratory - Offshore - Shipping (NSW)",0,0,0,13,13,
"Abbeyard",0,0,0,0,0,
"Abbotsford (Vic.)",81,27,1534,2524,4177,
"Aberfeldie",4,0,877,559,1445,
"Aberfeldy",0,0,0,0,0,
"Acheron",0,0,37,31,69,
"Ada",0,0,0,0,0,
"Adams Estate",0,0,8,17,30,
"Addington",0,0,21,8,25,
"Adelaide Lead",0,0,16,19,29,
"Agnes",0,0,10,13,27,
"Aire Valley",0,0,0,0,0,
"Aireys Inlet",0,3,170,194,373,
"Airly",0,0,34,15,50,
"Airport West",6,4,1637,1688,3334,
"Albacutya",0,0,0,0,0,
"Albanvale",0,3,1091,933,2032,
"Albert Park (Vic.)",24,15,1360,1408,2807,
"Alberton (Vic.)",0,0,64,46,115,
"Alberton West",0,0,20,17,36,
"Albion (Vic.)",0,3,835,1303,2147,
"Alexandra (Vic.)",0,3,594,636,1227,
"Alfredton",0,6,1986,1468,3469,
"Allambee",0,0,7,8,13,
"Allambee Reserve",0,0,15,16,36,
"Allambee South",0,0,15,23,35,
"Allans Flat",0,0,84,34,116,
"Allansford",0,3,349,223,575,
"Allendale",0,0,43,30,71,
"Allestree",0,0,28,32,56,
"Alma (Vic.)",0,0,48,33,77,
"Almonds",0,0,9,3,8,
"Almurta",0,0,10,9,22,
"Alphington",9,24,1038,1029,2101,
"Altona (Vic.)",21,15,2358,2502,4898,
"Altona Meadows",13,14,4143,3521,7691,
"Altona North",12,16,2429,2420,4877,
"Alvie",0,0,26,30,58,
"Amherst",0,0,17,20,34,
"Amor",0,0,0,0,0,
"Amphitheatre",0,0,55,48,105,
"Anakie",0,0,170,109,281,
"Ancona",0,0,21,14,37,
"Anderson",0,0,11,0,9,
"Anglers Rest",0,0,4,3,5,
"Anglesea",0,5,577,566,1145,
"Annuello",0,0,9,0,10,
"Antwerp",0,0,18,13,25,
"Apollo Bay (Vic.)",0,0,318,443,759,
"Appin (Vic.)",0,0,5,4,5,
"Appin South",0,0,8,3,16,
"Apsley (Vic.)",0,0,77,65,145,
"Ararat",3,0,1581,1829,3413,
"Arawata",0,0,21,23,44,
"Arbuckle",0,0,0,0,0,
"Arcadia (Vic.)",0,0,55,31,85,
"Arcadia South",0,0,14,12,31,
"Archdale",0,0,8,0,10,
"Archdale Junction",0,0,5,0,5,
"Archerton",0,0,3,5,10,
"Archies Creek",0,0,4,5,11,
"Ardeer",5,0,535,704,1244,
"Ardmona",0,0,96,77,173,
"Areegra",0,0,3,6,14,
"Argyle (Vic.)",0,0,46,58,105,
"Armadale (Vic.)",33,14,1824,2430,4296,
"Armstrong",0,0,23,11,35,
"Armstrong Creek (Vic.)",4,5,992,539,1538,
"Arnold (Vic.)",0,0,16,8,19,
"Arnold West",0,0,4,6,10,
"Arthurs Creek",0,0,125,50,179,
"Arthurs Seat",0,0,100,53,153,
"Ascot (Ballarat - Vic.)",0,0,17,14,38,
"Ascot (Greater Bendigo - Vic.)",0,0,468,278,747,
"Ascot Vale",39,35,2938,3418,6426,
"Ashbourne (Vic.)",0,0,54,31,81,
"Ashburton",5,5,1745,1133,2882,
"Ashwood",6,7,1356,1478,2847,
"Aspendale",7,4,1606,1019,2636,
"Aspendale Gardens",0,3,1608,698,2312,
"Athlone",0,0,32,25,59,
"Attwood",0,0,809,408,1213,
"Aubrey",0,0,0,0,9,
"Auchmore",0,0,4,0,4,
"Avalon",0,0,59,31,87,
"Avenel",0,0,245,204,451,
"Avoca (Vic.)",0,0,260,290,553,
"Avon Plains",0,0,0,9,4,
"Avondale Heights",15,6,2672,1926,4618,
"Avonmore",0,0,12,4,17,
"Avonsleigh",0,0,193,119,310,
"Axe Creek",0,0,95,28,122,
"Axedale",0,0,189,119,308,
"Ayrford",0,0,8,4,15,
"Bacchus Marsh",8,0,1335,1473,2809,
"Baddaginnie",0,0,77,66,146,
"Badger Creek",0,0,359,306,661,
"Bael Bael",0,0,4,3,3,
"Bagshot",0,0,79,24,102,
"Bagshot North",0,0,12,9,15,
"Bahgallah",0,0,8,16,24,
"Bailieston",0,0,25,24,53,
"Bairnsdale",3,7,1351,2135,3495,
"Bakery Hill",0,0,21,63,81,
"Balaclava (Vic.)",41,25,932,1619,2612,
"Bald Hills (Vic.)",0,0,18,19,37,
"Balintore",0,0,13,10,24,
"Ballan",9,5,660,563,1234,
"Ballangeich",0,0,12,13,30,
"Ballapur",0,0,0,0,6,
"Ballarat Central",10,5,917,1516,2445,
"Ballarat East",7,8,971,1585,2574,
"Ballarat North",0,4,798,941,1746,
"Ballendella",0,0,28,14,38,
"Balliang",0,0,65,47,110,
"Balliang East",0,0,38,20,60,
"Ballyrogan",0,0,17,4,24,
"Balmattum",0,0,26,16,46,
"Balmoral (Vic.)",0,0,75,59,135,
"Balnarring",4,3,553,327,893,
"Balnarring Beach",0,0,102,93,197,
"Balook",0,0,4,0,4,
"Balwyn",5,7,2907,2532,5450,
"Balwyn North",8,8,4652,2833,7503,
"Bamawm",0,0,118,77,199,
"Bamawm Extension",0,0,55,32,87,
"Bambra",0,0,30,8,43,
"Bamganie",0,0,9,11,17,
"Bandiana",0,0,105,66,176,
"Bangerang",0,0,13,12,21,
"Bangholme",0,0,164,309,477,
"Bannerton",0,0,12,5,13,
"Bannockburn (Vic.)",0,4,1250,568,1822,
"Banyan",0,0,5,11,14,
"Banyena",0,0,5,3,16,
"Baranduda",0,0,549,223,777,
"Barfold",0,0,23,18,42,
"Baringhup",0,0,54,40,97,
"Baringhup West",0,0,4,7,15,
"Barjarg",0,0,31,21,55,
"Barkers Creek",0,0,110,77,189,
"Barkly (Vic.)",0,0,10,15,24,
"Barkstead",0,0,9,7,16,
"Barmah",0,0,63,70,133,
"Barnadown",0,0,3,0,5,
"Barnawartha",0,3,210,142,355,
"Barnawartha North",0,0,43,31,72,
"Baromi",0,0,21,29,53,
"Barongarook",0,0,106,67,175,
"Barongarook West",0,0,58,35,93,
"Barrabool",0,0,52,26,87,
"Barrakee",0,0,9,0,9,
"Barramunga",0,0,4,3,7,
"Barraport",0,0,14,5,9,
"Barraport West",0,0,7,3,7,
"Barrys Reef",0,0,5,8,17,
"Barunah Park",0,0,5,4,9,
"Barunah Plains",0,0,0,0,3,
"Barwidgee",0,0,27,22,45,
"Barwite",0,0,64,26,89,
"Barwon Downs",0,0,28,36,65,
"Barwon Heads",0,3,881,622,1508,
"Basalt (Vic.)",0,0,0,8,10,
"Bass",0,0,85,80,171,
"Batesford",0,0,227,77,303,
"Bathumi",0,0,21,8,28,
"Baw Baw (Vic.)",0,0,0,0,0,
"Baw Baw Village",0,0,0,31,31,
"Baxter",6,0,449,481,938,
"Bayindeen",0,0,0,3,10,
"Bayles",0,0,108,74,182,
"Baynton (Vic.)",0,0,24,17,42,
"Bayswater (Vic.)",6,8,2477,2570,5058,
"Bayswater North",5,5,1800,1814,3618,
"Beaconsfield (Vic.)",0,5,1555,794,2353,
"Beaconsfield Upper",0,0,688,257,944,
"Bealiba",0,0,40,61,104,
"Bearii",0,0,38,52,94,
"Bears Lagoon",0,0,17,11,21,
"Beauchamp",0,0,9,0,9,
"Beaufort (Vic.)",0,0,308,405,722,
"Beaumaris (Vic.)",3,7,3297,1797,5112,
"Beazleys Bridge",0,0,4,6,11,
"Beeac",0,0,72,91,162,
"Beech Forest",0,0,14,27,41,
"Beechworth",5,8,805,813,1624,
"Beenak",0,0,9,3,10,
"Belgrave",7,6,877,657,1553,
"Belgrave Heights",0,0,312,192,510,
"Belgrave South",0,0,417,177,596,
"Bell Park",3,6,1008,1260,2277,
"Bell Post Hill",0,3,1072,1053,2128,
"Bellarine",0,0,43,29,70,
"Bellbird Creek",0,0,0,0,0,
"Bellbrae",0,0,224,138,364,
"Bellbridge",0,0,97,57,158,
"Bellellen",0,0,18,5,23,
"Bellfield (Banyule - Vic.)",0,4,341,391,736,
"Bellfield (Northern Grampians - Vic.)",0,0,0,0,0,
"Bells Beach",0,0,34,14,47,
"Belmont (Vic.)",9,8,2802,3517,6337,
"Bemm River",0,0,15,16,32,
"Bena",0,0,76,37,113,
"Benalla",0,0,2141,2697,4835,
"Benambra",0,0,34,35,69,
"Benayeo",0,0,21,10,30,
"Bend Of Islands",0,0,64,32,102,
"Bendigo",7,7,978,1675,2665,
"Bendoc",0,0,21,33,51,
"Bengworden",0,0,19,15,31,
"Benjeroop",0,0,12,9,23,
"Benloch",0,0,31,22,54,
"Bennison",0,0,11,3,17,
"Bentleigh",20,21,3615,2776,6433,
"Bentleigh East",27,25,6271,4374,10695,
"Benwerrin",0,0,4,6,6,
"Beremboke",0,0,37,17,60,
"Berrimal",0,0,10,0,14,
"Berringa",0,0,27,47,78,
"Berringama",0,0,8,7,15,
"Berriwillock",0,0,40,29,70,
"Berrybank",0,0,11,11,24,
"Berrys Creek",0,0,37,24,68,
"Berwick",13,24,10954,6230,17225,
"Bessiebelle",0,0,27,17,41,
"Bet Bet",0,0,27,31,60,
"Bete Bolong",0,0,21,16,37,
"Bete Bolong North",0,0,0,3,5,
"Bethanga",0,4,113,79,198,
"Betley",0,0,29,17,44,
"Beulah (Vic.)",0,0,76,78,155,
"Beverford",0,0,85,41,127,
"Beveridge",7,4,547,247,806,
"Big Desert",0,0,0,0,0,
"Big Hill (Greater Bendigo - Vic.)",0,0,56,52,107,
"Big Hill (Surf Coast - Vic.)",0,0,6,9,13,
"Big Pats Creek",0,0,18,15,32,
"Biggara",0,0,12,3,19,
"Billabong",0,0,0,0,0,
"Bimbourie",0,0,5,6,3,
"Bindi",0,0,13,11,23,
"Binginwarri",0,0,33,24,56,
"Bingo Munjie",0,0,0,0,0,
"Birchip",0,0,144,170,319,
"Birchip West",0,0,3,0,3,
"Birdwoodton",0,0,146,83,227,
"Birregurra",7,0,198,162,365,
"Bittern",0,4,898,555,1458,
"Black Hill (Vic.)",4,0,408,492,907,
"Black Range (Vic.)",0,0,42,65,105,
"Black Rock (Vic.)",5,7,1527,991,2524,
"Blackburn",10,5,3109,2453,5575,
"Blackburn North",9,4,1673,1200,2890,
"Blackburn South",9,8,2353,1870,4243,
"Blackwarry",0,0,8,5,8,
"Blackwood (Vic.)",0,0,56,88,145,
"Blairgowrie",0,0,541,538,1078,
"Blakeville",0,0,11,3,14,
"Blampied",6,0,50,40,90,
"Blind Bight",0,0,304,192,496,
"Blowhard",0,0,26,18,41,
"Bo Peep",0,0,3,3,13,
"Bobinawarrah",0,0,28,11,38,
"Bochara",0,0,13,17,28,
"Bogong",0,0,0,0,0,
"Boho",0,0,23,10,31,
"Boho South",0,0,19,14,33,
"Boigbeat",0,0,5,0,0,
"Boinka",0,0,0,0,5,
"Boisdale",0,0,75,43,122,
"Bolangum",0,0,0,0,0,
"Bolinda",0,0,47,33,78,
"Bolton",0,0,0,3,7,
"Bolwarra (Vic.)",0,0,146,107,254,
"Bolwarrah",0,0,4,9,16,
"Bona Vista",0,0,24,19,40,
"Bonang",0,0,11,17,26,
"Bonbeach",11,5,1359,1551,2923,
"Bonegilla",0,0,80,38,123,
"Boneo",0,0,73,56,130,
"Bonn",0,0,11,5,10,
"Bonnie Doon (Vic.)",0,0,128,127,255,
"Bonshaw (Vic.)",0,0,51,18,70,
"Bookaar",0,0,42,19,62,
"Boola",0,0,0,0,0,
"Boolarong",0,0,3,4,3,
"Boolarra",0,0,237,184,424,
"Boolarra South",0,0,38,19,57,
"Boole Poole",0,0,0,0,0,
"Boolite",0,0,11,4,8,
"Boomahnoomoonah",0,0,6,0,8,
"Boonah (Vic.)",0,0,4,5,10,
"Boorcan",0,0,36,26,57,
"Boorhaman",0,0,31,14,48,
"Boorhaman East",0,0,4,0,4,
"Boorhaman North",0,0,12,5,18,
"Boorolite",0,0,35,27,62,
"Boorool",0,0,12,10,19,
"Boort",0,0,209,184,393,
"Boosey",0,0,30,8,39,
"Boralma",0,0,20,11,28,
"Bornes Hill",0,0,11,6,12,
"Boronia",13,20,4791,4791,9599,
"Borung",0,0,13,25,36,
"Bostocks Creek",0,0,22,12,34,
"Botanic Ridge",4,0,1005,321,1331,
"Boundary Bend",0,0,25,50,74,
"Bowenvale",0,0,40,37,78,
"Boweya",0,0,13,7,19,
"Boweya North",0,0,10,8,17,
"Bowmans Forest",0,0,29,16,39,
"Bowser",0,0,10,6,10,
"Box Hill (Vic.)",10,16,2090,3144,5260,
"Box Hill North",10,15,2543,2289,4854,
"Box Hill South",3,9,1702,1725,3434,
"Boxwood",0,0,5,5,3,
"Bradford",0,0,5,0,7,
"Bradvale",0,0,6,7,14,
"Braeside",0,0,3,10,10,
"Brandy Creek (Vic.)",0,0,21,10,40,
"Branxholme",0,0,89,53,137,
"Bravington",0,0,3,3,4,
"Braybrook",8,10,1503,2163,3688,
"Breakaway Creek",0,0,8,8,16,
"Breakwater",0,0,173,346,515,
"Breamlea",0,0,36,45,81,
"Brenanah",0,0,7,7,11,
"Brewster",0,0,8,10,22,
"Briagolong",0,0,244,231,473,
"Briar Hill",0,7,713,603,1323,
"Bridge Creek",0,0,22,22,44,
"Bridgewater (Vic.)",0,0,32,18,53,
"Bridgewater North",0,0,14,6,20,
"Bridgewater On Loddon",0,0,70,91,163,
"Bright (Vic.)",0,0,535,609,1146,
"Brighton (Vic.)",25,16,5328,4048,9420,
"Brighton East",16,9,3628,2575,6235,
"Brim",0,0,36,39,73,
"Brimboal",0,0,3,0,0,
"Brimin",0,0,12,13,24,
"Brimpaen",0,0,17,14,32,
"Bringalbert",0,0,3,0,3,
"Brit Brit",0,0,7,5,12,
"Broadford",0,4,919,863,1781,
"Broadmeadows (Vic.)",0,4,1890,2426,4320,
"Broadwater (Vic.)",0,0,14,20,32,
"Brodribb River",0,0,11,3,11,
"Broken Creek",0,0,9,9,18,
"Bromley",0,0,11,16,23,
"Brookfield (Vic.)",0,14,1897,1431,3342,
"Brooklyn (Vic.)",8,4,363,495,864,
"Brookville",0,0,0,4,4,
"Broomfield",0,5,52,39,93,
"Broughton (Vic.)",0,0,34,36,63,
"Brown Hill (Vic.)",0,7,790,695,1491,
"Browns Plains (Vic.)",0,0,27,9,37,
"Bruarong",0,0,18,14,38,
"Brucknell",0,0,27,13,41,
"Brumby",0,0,0,0,0,
"Brunswick (Vic.)",114,108,4431,6667,11325,
"Brunswick East",60,59,2169,3412,5692,
"Brunswick West",48,46,2665,3875,6624,
"Bruthen",0,0,185,171,363,
"Buangor",0,0,23,21,44,
"Buchan",0,0,52,48,103,
"Buchan South",0,0,24,18,39,
"Buckland (Vic.)",0,0,43,28,70,
"Buckley",0,0,54,21,74,
"Buckley Swamp",0,0,10,0,9,
"Buckrabanyule",0,0,8,14,25,
"Budgee Budgee (Vic.)",0,0,0,0,0,
"Budgeree",0,0,38,20,55,
"Budgerum East",0,0,0,0,0,
"Buffalo",0,0,63,37,100,
"Buffalo River",0,0,74,44,116,
"Bulart",0,0,24,10,33,
"Buldah",0,0,0,0,0,
"Bulga (Vic.)",0,0,0,0,0,
"Bulgana",0,0,8,3,14,
"Bulla (Vic.)",0,0,151,98,252,
"Bullaharre",0,0,4,3,6,
"Bullarook",0,0,22,17,35,
"Bullarto",0,0,22,20,37,
"Bullarto South",0,0,10,7,17,
"Bulleen",9,15,2659,1740,4418,
"Bullengarook",0,0,171,74,246,
"Bullioh",0,0,17,17,36,
"Bullumwaal",0,0,7,5,12,
"Buln Buln",0,0,125,64,190,
"Buln Buln East",0,0,41,25,67,
"Bumberrah",0,0,17,18,36,
"Bunbartha",0,0,76,30,100,
"Bundalaguah",0,0,39,27,65,
"Bundalong",0,0,109,84,191,
"Bundalong South",0,0,11,6,17,
"Bundara",0,0,0,0,0,
"Bunding",0,0,14,12,23,
"Bundoora (Vic.)",17,17,5861,4932,10827,
"Bung Bong",0,0,15,5,26,
"Bungador",3,0,12,13,30,
"Bungal",0,0,8,8,22,
"Bungalally",0,0,29,10,36,
"Bungaree (Vic.)",0,0,68,29,99,
"Bungeet",0,0,7,5,13,
"Bungeet West",0,0,8,11,18,
"Bungil (Vic.)",0,0,3,0,3,
"Bunguluke",0,0,4,6,10,
"Buninyong",0,0,849,537,1398,
"Bunkers Hill",0,0,72,26,98,
"Bunyip",0,0,557,332,894,
"Bunyip North",0,0,28,14,43,
"Buragwonduc",0,0,0,0,0,
"Burkes Bridge",0,0,3,0,9,
"Burkes Flat",0,0,4,6,9,
"Burnbank",0,0,13,9,25,
"Burnewang",0,0,8,5,15,
"Burnley",3,0,137,230,374,
"Burnside (Vic.)",0,3,1057,627,1690,
"Burnside Heights",3,3,1312,607,1919,
"Burramboot",0,0,9,4,14,
"Burramine",0,0,45,29,72,
"Burramine South",0,0,8,0,9,
"Burrowye",0,0,9,10,17,
"Burrumbeet",0,0,53,61,120,
"Burwood (Vic.)",15,8,2575,3404,6000,
"Burwood East",11,0,2319,1765,4100,
"Bushfield",0,0,142,51,188,
"Bushy Park (Vic.)",0,0,16,10,24,
"Butchers Ridge",0,0,0,6,7,
"Buxton (Vic.)",0,0,112,102,220,
"Byaduk",0,0,28,28,54,
"Byaduk North",0,0,27,13,47,
"Byawatha",0,0,43,25,68,
"Bylands",0,0,34,23,51,
"Byrneside",0,0,42,27,65,
"Cabarita (Vic.)",0,0,122,59,176,
"Cabbage Tree",0,0,3,3,4,
"Cabbage Tree Creek",0,0,16,15,24,
"Cadello",0,0,0,4,12,
"Cairnlea",4,3,2047,1059,3115,
"Calder Park",0,0,0,0,0,
"Caldermeade",0,0,43,24,65,
"California Gully",0,8,720,1177,1898,
"Calivil",0,0,35,39,73,
"Callawadda",0,0,9,13,24,
"Callignee",0,0,77,54,128,
"Callignee North",0,0,8,11,19,
"Callignee South",0,0,4,0,3,
"Calrossie",0,0,7,6,13,
"Calulu",0,0,44,24,65,
"Cambarville",0,0,0,0,0,
"Camberwell (Vic.)",14,17,4872,3525,8427,
"Cambrian Hill",0,0,57,25,81,
"Campbellfield",3,0,995,833,1832,
"Campbells Bridge",0,0,3,12,11,
"Campbells Creek",0,5,368,369,741,
"Campbells Forest",0,0,10,12,26,
"Campbelltown (Vic.)",0,0,8,16,21,
"Camperdown (Vic.)",0,4,697,818,1518,
"Canadian",3,0,738,711,1452,
"Canary Island",0,0,5,0,3,
"Caniambo",0,0,14,12,27,
"Cann River",0,0,40,64,99,
"Cannie",0,0,4,3,8,
"Cannons Creek",0,0,148,112,268,
"Cannum",0,0,9,6,20,
"Canterbury (Vic.)",0,4,1881,1140,3030,
"Cape Bridgewater",0,0,37,21,58,
"Cape Clear",0,0,26,28,54,
"Cape Conran",0,0,0,0,3,
"Cape Otway",0,0,5,11,16,
"Cape Paterson",0,5,191,245,439,
"Cape Schanck",0,0,129,66,191,
"Cape Woolamai",0,0,374,355,732,
"Capels Crossing",0,0,7,6,19,
"Carag Carag",0,0,17,16,34,
"Caralulup",0,0,0,0,3,
"Caramut",0,0,55,35,98,
"Carapooee",0,0,12,14,22,
"Carapooee West",0,0,5,11,13,
"Carapook",0,0,12,12,27,
"Carboor",0,0,25,21,41,
"Cardigan",3,0,195,61,256,
"Cardigan Village",0,0,158,65,228,
"Cardinia",0,0,86,51,134,
"Cardross",0,0,174,127,302,
"Cargerie",0,0,13,3,12,
"Carina (Vic.)",0,0,8,8,9,
"Caringal",0,0,3,9,12,
"Carisbrook",0,0,265,192,452,
"Carlisle River",0,0,31,33,63,
"Carlsruhe",0,0,76,41,123,
"Carlton (Vic.)",40,27,1701,7702,9475,
"Carlton North",28,21,1129,1723,2901,
"Carlyle",0,0,26,6,32,
"Carnegie",40,25,3634,4080,7772,
"Carngham",0,0,39,13,50,
"Caroline Springs",17,18,5299,2868,8204,
"Carpendeit",0,0,36,18,48,
"Carrajung",0,0,22,22,45,
"Carrajung Lower",0,0,17,32,52,
"Carrajung South",0,0,9,7,19,
"Carranballac",0,0,14,7,16,
"Carron",0,0,5,0,6,
"Carrum",5,6,804,1048,1857,
"Carrum Downs",4,16,4071,4361,8453,
"Carwarp",0,0,12,14,32,
"Cashmore",0,0,61,28,87,
"Cassilis (Vic.)",0,0,0,9,9,
"Castella",0,0,65,33,100,
"Casterton",0,0,357,438,795,
"Castle Creek (Vic.)",0,0,21,11,24,
"Castle Donnington",0,0,28,16,39,
"Castlemaine",8,24,1276,1955,3270,
"Catani",0,0,71,33,103,
"Cathcart (Vic.)",0,0,27,11,40,
"Cathkin",0,0,7,3,8,
"Catumnal",0,0,3,5,7,
"Caulfield",4,0,1191,1035,2234,
"Caulfield East",6,0,251,388,647,
"Caulfield North",47,18,3269,3073,6407,
"Caulfield South",22,13,2723,2007,4763,
"Caveat",0,0,10,8,21,
"Cavendish",0,0,79,52,133,
"Ceres",0,0,58,20,80,
"Chadstone",8,5,1752,1873,3637,
"Chandlers Creek",0,0,0,0,0,
"Chapel Flat",0,0,0,0,0,
"Chapple Vale",0,0,8,8,16,
"Charam",0,0,9,7,18,
"Charlemont",0,0,65,32,102,
"Charleroi",0,0,19,8,31,
"Charlton (Vic.)",0,0,233,280,515,
"Chatsworth (Vic.)",0,0,6,10,16,
"Chelsea",10,12,1571,2010,3597,
"Chelsea Heights",3,3,1225,853,2091,
"Cheltenham (Vic.)",25,17,4935,4434,9413,
"Chepstowe",0,0,15,13,25,
"Cherokee",0,0,20,8,26,
"Cherrypool",0,0,0,0,0,
"Cheshunt",0,0,53,52,104,
"Cheshunt South",0,0,0,0,0,
"Chesney Vale",0,0,36,29,66,
"Chetwynd",0,0,17,20,39,
"Chewton",0,0,119,209,331,
"Chewton Bushlands",0,0,9,16,23,
"Childers (Vic.)",0,0,28,17,43,
"Chillingollah",0,0,0,5,0,
"Chiltern",0,0,379,324,701,
"Chiltern Valley",0,0,18,11,28,
"Chinangin",0,0,0,0,3,
"Chinkapook",0,0,8,6,15,
"Chintin",0,0,29,12,39,
"Chirnside Park",9,5,2363,1357,3732,
"Chirrip",0,0,3,3,9,
"Chocolyn",0,0,14,14,33,
"Christmas Hills (Vic.)",0,0,77,54,141,
"Chum Creek",0,0,244,141,383,
"Churchill (Vic.)",0,0,928,1093,2026,
"Churchill Island",0,0,0,0,0,
"Chute",0,0,3,4,5,
"Clarendon (Vic.)",0,0,32,24,54,
"Claretown",0,0,3,6,13,
"Clarinda",0,0,1639,1234,2873,
"Clarkefield",0,4,74,60,130,
"Clarkes Hill",0,0,17,9,23,
"Clayton",22,15,2540,4360,6932,
"Clayton South",9,8,2753,2334,5101,
"Clear Lake",0,0,16,11,28,
"Clematis",0,0,84,46,134,
"Clifton Creek",0,0,62,32,92,
"Clifton Hill",41,29,1260,1480,2812,
"Clifton Springs",5,9,1757,1436,3211,
"Clonbinane",0,0,84,55,140,
"Clover Flat",0,0,5,0,5,
"Cloverlea",0,0,43,20,67,
"Club Terrace",0,0,7,17,23,
"Clunes (Vic.)",12,0,361,436,809,
"Clyde (Vic.)",0,5,499,303,805,
"Clyde North",4,5,1984,903,2894,
"Clydebank",0,0,25,14,38,
"Clydesdale (Vic.)",0,0,15,17,31,
"Coalville",0,0,15,8,26,
"Cobains",0,0,56,37,98,
"Cobaw",0,0,17,6,29,
"Cobbannah",0,0,0,0,0,
"Cobberas",0,0,0,0,0,
"Cobden",0,0,401,374,770,
"Cobram",0,0,1250,1413,2663,
"Cobram East",0,0,65,21,82,
"Cobrico",0,0,18,15,36,
"Cobungra",0,0,12,20,34,
"Coburg",55,88,5323,5293,10767,
"Coburg North",18,22,1535,1548,3121,
"Cocamba",0,0,0,0,0,
"Cochranes Creek",0,0,0,0,0,
"Cockatoo (Vic.)",4,10,927,695,1631,
"Cocoroc",0,0,0,0,0,
"Codrington (Vic.)",0,0,9,5,19,
"Coghills Creek",0,0,22,6,30,
"Cohuna",0,3,558,535,1097,
"Coimadai",0,0,97,55,154,
"Cokum",0,0,0,0,0,
"Colac",3,7,1642,2403,4057,
"Colac Colac",0,0,12,12,26,
"Colac East",0,0,37,33,65,
"Colac West",0,0,16,21,39,
"Colbinabbin",0,0,76,55,127,
"Colbrook",0,0,5,4,14,
"Coldstream (Vic.)",0,0,506,310,809,
"Coleraine",0,0,208,287,497,
"Colignan",0,0,59,86,140,
"Collingwood (Vic.)",84,49,1309,3039,4481,
"Combienbar",0,0,0,7,7,
"Concongella",0,0,37,22,57,
"Condah",0,0,29,24,47,
"Congupna",0,0,147,79,230,
"Connewarre",0,5,184,120,305,
"Connewirricoo",0,0,9,5,12,
"Coojar",0,0,9,10,17,
"Coolaroo",0,0,542,607,1153,
"Cooma (Vic.)",0,0,28,9,37,
"Coomboona",0,0,29,22,51,
"Coomoora",3,0,58,35,94,
"Coongulla",0,0,44,39,82,
"Coonooer Bridge",0,0,7,4,13,
"Coonooer West",0,0,4,4,9,
"Cooriemungle",0,0,87,43,131,
"Cope Cope",0,0,13,4,17,
"Cora Lynn",0,0,60,24,84,
"Corack",0,0,10,0,10,
"Corack East",0,0,9,3,10,
"Coragulac",0,0,38,29,65,
"Coral Bank",0,0,17,18,41,
"Corindhap",0,0,26,23,54,
"Corinella (Vic.)",0,0,189,183,376,
"Corio",8,8,2566,3604,6185,
"Corndale (Vic.)",0,0,8,0,10,
"Cornella",0,0,8,6,17,
"Cornishtown",0,0,20,21,46,
"Coronet Bay",0,0,152,279,433,
