Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SSC (UR) by LANP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"LANP - 1 Digit Level","Northern European Languages","Southern European Languages","Eastern European Languages","Southwest and Central Asian Languages","Southern Asian Languages","Southeast Asian Languages","Eastern Asian Languages","Australian Indigenous Languages","Other Languages","Supplementary codes","Not stated","Total",
"Bimbi",92,0,0,0,0,0,0,0,0,0,26,116,
"Bimbimbie",103,3,0,0,0,0,0,0,0,0,13,120,
"Binalong",503,0,0,0,0,0,0,0,0,0,35,543,
"Binda",228,0,4,0,0,0,0,0,0,0,51,281,
"Bindera",24,0,0,0,0,0,0,0,0,0,8,30,
"Bingara",1263,0,3,0,0,3,7,0,0,0,150,1427,
"Bingeebeebra Creek",25,0,0,0,0,0,0,0,0,0,9,34,
"Bingie",184,0,0,0,0,0,0,0,0,0,17,199,
"Bingleburra",26,0,0,0,0,0,0,0,0,0,0,26,
"Biniguy",117,0,0,0,0,0,0,0,0,0,31,148,
"Binjura",289,0,0,0,3,4,0,0,0,0,26,322,
"Binna Burra (NSW)",188,0,0,0,0,0,0,0,0,0,23,218,
"Binnaway",535,3,8,0,0,7,0,0,4,0,56,605,
"Binya",131,0,0,0,0,0,0,0,0,0,4,140,
"Birchgrove",2814,110,22,19,6,16,50,0,0,9,259,3302,
"Birdwood (NSW)",31,0,0,0,0,0,0,0,0,0,14,43,
"Birganbigil",54,0,0,0,0,0,0,0,0,0,4,51,
"Birmingham Gardens",1602,13,14,104,69,50,340,0,51,8,114,2374,
"Birriwa",38,0,0,0,0,0,0,0,0,0,14,54,
"Birrong",1013,75,86,510,103,729,361,0,75,5,137,3104,
"Bishops Bridge",207,0,0,0,0,0,0,0,0,0,38,249,
"Bithramere",155,0,0,0,0,0,0,0,0,0,17,174,
"Black Creek (Port Macquarie-Hastings - NSW)",48,0,0,0,0,0,0,0,0,0,0,50,
"Black Creek (Snowy Valleys - NSW)",16,0,0,0,0,0,0,0,0,0,0,21,
"Black Head",805,6,5,0,0,0,5,0,0,0,30,853,
"Black Hill (NSW)",510,5,0,0,3,0,0,0,0,0,40,561,
"Black Hollow",19,0,0,0,0,0,0,0,0,0,0,19,
"Black Mountain (NSW)",274,0,0,0,0,0,3,0,0,0,27,308,
"Black Range (NSW)",176,0,0,0,0,0,0,0,0,0,32,202,
"Black Springs (NSW)",195,0,8,0,0,0,0,0,0,0,29,224,
"Blackalls Park",2619,15,3,3,0,14,8,0,3,3,90,2756,
"Blackbutt (NSW)",2383,181,404,62,10,49,51,0,22,8,129,3298,
"Blackett",2342,69,28,102,118,101,40,0,321,9,317,3446,
"Blackheath",3919,77,29,13,9,26,45,0,7,8,275,4395,
"Blackmans Flat",16,0,0,0,0,0,0,0,0,0,12,26,
"Blackmans Point",150,0,0,0,0,0,0,0,0,0,17,168,
"Blacksmiths",1741,10,3,0,0,10,6,0,3,0,70,1843,
"Blacktown",21087,1753,1249,3479,10424,2979,2226,0,1245,221,2511,47172,
"Blackville",99,0,0,0,0,0,0,0,0,0,23,114,
"Blackwall (NSW)",1681,33,17,0,4,20,17,0,4,5,115,1892,
"Blair Athol (NSW)",1434,95,80,170,376,444,100,0,110,11,61,2881,
"Blairmount",272,22,7,10,47,15,4,0,29,0,16,421,
"Blakebrook",141,3,0,0,0,0,0,0,0,0,11,150,
"Blakehurst",3233,980,237,337,79,124,1000,0,28,8,206,6219,
"Blakney Creek",55,0,0,0,0,0,0,0,0,0,5,64,
"Bland",39,0,0,0,0,0,0,0,0,0,5,43,
"Blandford",173,0,0,0,0,0,0,0,0,0,4,182,
"Blaxland (NSW)",6899,83,73,44,11,33,27,0,21,11,251,7449,
"Blaxlands Creek",108,0,0,0,0,0,0,0,0,0,10,118,
"Blaxlands Ridge",444,4,3,0,0,3,0,0,0,0,49,503,
"Blayney",3089,7,3,4,7,10,9,0,6,3,231,3377,
"Bligh Park",5951,102,27,19,19,33,15,0,18,9,171,6360,
"Blighty",137,0,0,0,0,0,0,0,0,0,4,138,
"Blowering",0,0,0,0,0,0,0,0,0,0,0,0,
"Blue Bay",897,17,3,0,8,4,9,0,0,0,91,1030,
"Blue Haven",5863,95,26,16,14,54,35,0,19,12,240,6377,
"Blue Knob",172,8,0,0,0,0,5,0,0,0,39,221,
"Blue Mountains National Park",0,0,0,0,0,0,0,0,0,0,0,0,
"Blue Nobby",24,0,0,0,0,0,0,0,0,0,0,26,
"Blue Vale",54,0,0,0,0,0,0,0,0,0,9,61,
"Blueys Beach",177,0,0,0,0,0,5,0,0,0,4,188,
"Boambee",1490,24,9,0,22,13,0,0,4,0,92,1667,
"Boambee East",4870,32,7,12,22,22,21,0,12,4,248,5242,
"Boambolo",57,0,0,0,0,0,0,0,0,0,0,53,
"Boat Harbour (Lismore - NSW)",122,0,0,0,0,3,0,0,0,0,14,142,
"Boat Harbour (Port Stephens - NSW)",897,11,6,0,0,0,5,0,0,0,43,958,
"Bobadah",11,0,0,0,0,0,0,0,0,0,3,11,
"Bobin",136,6,0,0,0,0,0,0,0,0,19,157,
"Bobs Creek",79,0,0,0,0,0,0,0,0,0,7,87,
"Bobs Farm",409,4,0,0,0,0,0,0,0,0,36,444,
"Bobundara",19,0,0,0,0,0,0,0,0,0,0,19,
"Boco",0,0,0,0,0,0,0,0,0,0,0,0,
"Bocoble",127,0,0,0,0,0,0,0,0,0,19,149,
"Bocobra",39,0,0,0,0,0,0,0,0,0,12,53,
"Bodalla",701,0,0,0,0,0,0,0,0,0,28,740,
"Bodangora",64,0,0,0,0,0,0,0,0,0,19,75,
"Boeill Creek",83,0,0,0,0,0,0,0,0,0,18,102,
"Bogan",12,0,0,0,0,0,0,0,0,0,0,14,
"Bogan Gate",238,0,0,0,0,0,0,0,0,0,52,291,
"Bogangar",2717,34,9,10,9,23,28,0,0,3,221,3062,
"Bogee",78,0,4,0,0,0,0,0,0,0,3,78,
"Boggabilla",880,0,0,0,0,0,0,13,0,0,85,989,
"Boggabri",983,0,0,0,6,3,3,0,0,0,127,1129,
"Bogong Peaks Wilderness",0,0,0,0,0,0,0,0,0,0,0,0,
"Bohena Creek",151,0,0,0,0,0,0,0,0,0,24,171,
"Bohnock",69,0,0,0,0,0,0,0,0,0,3,69,
"Bolaro",34,3,0,0,0,0,0,0,0,0,6,38,
"Bolivia",65,0,0,0,0,0,0,0,0,0,4,70,
"Bolong",102,0,0,0,0,0,0,0,0,0,0,102,
"Bolton Point",1832,4,17,0,4,21,4,0,12,0,221,2122,
"Bolwarra (NSW)",940,6,0,0,0,0,3,0,0,0,39,991,
"Bolwarra Heights",2810,14,7,4,9,16,3,0,4,3,111,2981,
"Bom Bom",0,0,0,0,0,0,0,0,0,0,0,0,
"Bomaderry",5928,72,21,16,40,60,31,3,22,6,464,6666,
"Bombah Point",10,0,0,0,0,0,0,0,0,0,4,14,
"Bombala",1250,12,0,0,0,3,22,0,4,0,97,1383,
"Bombay",102,0,0,0,0,0,0,0,0,0,14,118,
"Bombira",326,0,0,0,0,0,0,0,0,0,15,349,
"Bombo",101,0,0,0,0,0,0,0,0,0,13,108,
"Bombowlee",256,3,0,0,0,0,0,0,0,0,30,295,
"Bombowlee Creek",43,0,0,0,0,0,0,0,0,0,9,51,
"Bomen",28,0,0,0,0,0,0,0,0,0,6,26,
"Bomera",34,3,0,0,0,0,0,0,0,0,0,38,
"Bonalbo",305,4,0,0,8,6,3,0,0,0,44,373,
"Bondi",6644,1155,572,171,49,134,162,0,9,21,1131,10049,
"Bondi Beach",7896,1279,362,130,41,85,176,0,17,16,1651,11653,
"Bondi Forest",0,0,0,0,0,0,0,0,0,0,3,3,
"Bondi Junction",5687,876,476,189,82,246,595,0,13,12,1257,9440,
"Bonnells Bay",3290,35,13,0,12,22,20,3,25,10,139,3575,
"Bonnet Bay",2049,58,49,9,0,5,29,0,0,0,62,2265,
"Bonny Hills",2801,14,3,3,6,3,4,0,0,0,127,2976,
"Bonnyrigg",1910,482,392,996,154,3515,710,0,161,23,335,8670,
"Bonnyrigg Heights",1961,521,645,1091,248,1981,557,0,84,22,185,7305,
"Bonshaw (NSW)",107,0,0,0,0,0,0,0,5,0,17,136,
"Bonville",2312,21,4,3,29,16,19,0,14,9,121,2548,
"Booerie Creek",134,7,0,0,0,0,0,0,0,0,33,165,
"Book Book",76,0,4,0,0,0,0,0,0,0,12,94,
"Booker Bay",1169,34,11,0,0,0,11,0,8,0,93,1322,
"Bookham",141,0,0,0,0,0,0,0,0,0,15,162,
"Bookookoorara",28,0,0,0,0,0,0,0,0,0,4,28,
"Bookram",0,0,0,0,0,0,0,0,0,0,0,0,
"Boolambayte",82,0,0,0,0,0,0,0,0,0,0,84,
"Boolaroo",965,3,3,0,4,15,9,0,0,0,35,1034,
"Boolcarroll",14,0,0,0,0,0,0,0,0,0,0,14,
"Booligal",88,0,0,0,0,0,0,0,0,0,6,96,
"Boolijah",0,0,0,0,0,0,0,0,0,0,0,0,
"Boomanoomana",74,0,0,0,0,0,0,0,0,0,25,95,
"Boomerang Beach",264,0,0,0,0,0,0,0,0,0,29,297,
"Boomey",63,0,0,0,0,0,0,0,0,0,10,73,
"Boomi",173,0,0,0,0,0,0,0,0,0,24,203,
"Boomi Creek",15,0,0,0,0,0,0,0,0,0,0,21,
"Boona Mount",20,0,0,0,0,0,0,0,0,0,4,20,
"Boonal",37,0,0,0,0,0,0,0,0,0,6,45,
"Boonoo Boonoo",17,0,0,0,0,0,0,0,0,0,0,17,
"Boorabee Park",94,4,0,0,0,0,0,0,0,0,9,103,
"Booragul",1178,10,6,0,0,4,13,0,12,0,61,1282,
"Booral (NSW)",374,0,0,5,0,0,0,0,0,0,20,404,
"Boorga",12,0,0,0,0,0,0,0,0,0,0,12,
"Boorganna",17,0,0,0,0,0,0,0,0,0,6,27,
"Boorolong",83,0,0,0,0,0,0,0,0,0,8,86,
"Boorook",26,0,0,0,0,0,0,0,0,0,0,31,
"Boorooma",671,7,4,13,78,34,22,0,8,0,32,862,
"Booroorban",34,0,0,0,0,0,0,0,0,0,0,34,
"Boorowa",1487,7,3,0,0,6,6,0,0,3,127,1640,
"Bootawa",140,0,0,0,0,0,0,0,0,0,31,174,
"Booti Booti",0,0,0,0,0,0,0,0,0,0,0,0,
"Booyong",74,4,0,0,0,0,0,0,0,0,0,82,
"Bora Ridge",97,3,0,0,0,0,0,0,0,0,14,116,
"Borah Creek",32,0,0,0,0,0,0,0,0,0,3,36,
"Borambola",103,0,0,0,0,0,0,0,0,0,3,105,
"Border Ranges",0,0,0,0,0,0,0,0,0,0,0,0,
"Boree",87,0,0,0,0,0,0,0,0,0,3,95,
"Boree Creek",185,0,0,0,0,0,0,0,0,0,16,201,
"Borenore",412,3,0,0,0,0,0,0,0,0,43,464,
"Boro",72,0,0,0,0,0,0,0,0,0,19,89,
"Bossley Park",4800,2014,678,4416,166,1322,609,0,75,45,464,14580,
"Bostobrick",126,5,0,0,0,6,0,0,0,0,4,137,
"Botany",7471,789,455,178,201,453,507,4,62,31,673,10822,
"Botobolar",80,0,0,0,0,0,0,0,0,0,3,87,
"Bottle Creek",24,0,0,0,0,0,0,0,0,0,0,24,
"Bouddi",5,0,0,0,0,0,0,0,0,0,5,8,
"Bourbah",36,0,0,0,0,0,0,0,0,0,7,39,
"Bourke",1516,5,0,3,22,0,7,5,9,0,339,1915,
"Bourkelands",2566,11,5,29,58,18,58,0,11,0,101,2852,
"Bournda",120,4,0,0,0,0,0,0,0,0,35,150,
"Bournewood",46,0,0,0,0,0,0,0,0,0,9,52,
"Bow Bowing",993,75,31,84,179,137,29,0,38,6,30,1603,
"Bowan Park",109,3,0,0,0,0,0,0,0,0,0,113,
"Bowen Mountain",1443,13,4,0,0,5,8,0,14,3,76,1572,
"Bowenfels",1730,19,11,20,7,18,5,3,6,0,239,2047,
"Bowling Alley Point",29,0,0,0,0,0,0,0,0,0,0,31,
"Bowman",117,0,0,0,0,0,0,0,0,0,23,142,
"Bowman Farm",43,0,0,0,0,0,0,0,0,0,0,45,
"Bowmans Creek",10,0,0,0,0,0,0,0,0,0,0,10,
"Bowna",100,0,0,0,0,0,0,0,0,0,4,108,
"Bowning",518,0,0,6,0,0,0,0,0,0,42,572,
"Bowral",9134,176,83,29,140,49,89,0,12,25,586,10331,
"Bowraville",1013,5,0,5,5,3,0,3,0,0,85,1120,
"Box Head",0,0,0,0,0,0,0,0,0,0,0,0,
"Box Hill (NSW)",678,103,17,24,10,10,18,0,0,0,44,899,
"Box Ridge",45,0,0,0,0,0,0,0,0,0,0,48,
"Boxers Creek",199,14,0,0,0,0,0,0,0,0,11,230,
"Boydtown",61,0,0,0,0,0,0,0,0,0,6,73,
"Bradbury (NSW)",6911,240,128,309,203,197,106,4,228,14,453,8800,
"Braefield",60,0,0,0,0,0,0,0,0,0,10,63,
"Braemar",388,7,0,6,9,0,6,0,3,0,19,448,
"Braemar Bay",20,0,0,0,0,0,0,0,0,0,0,20,
"Braidwood",1443,13,0,5,13,13,5,0,0,3,157,1652,
"Brandy Hill",631,3,3,0,0,0,0,0,4,0,29,669,
"Branxton",1862,13,0,0,0,3,12,0,0,4,90,1987,
"Braunstone",265,0,0,0,0,0,0,0,0,0,26,293,
"Brawboy",18,0,0,0,0,0,0,0,0,0,0,21,
"Bray Park (NSW)",723,6,0,0,6,0,0,0,4,0,50,793,
"Brays Creek",55,0,0,0,0,0,0,0,0,0,19,70,
"Brayton",143,3,0,0,0,0,0,0,0,0,24,171,
"Breadalbane (NSW)",84,0,0,3,0,0,0,0,0,0,12,99,
"Breakfast Creek",42,0,0,0,0,0,0,0,0,0,5,46,
"Breakfast Point",2440,271,95,129,88,51,857,0,3,14,246,4190,
"Bream Beach",9,0,0,0,0,0,0,0,0,0,4,16,
"Bredbo",309,3,0,0,0,0,0,0,0,0,39,348,
"Breelong",52,0,0,0,0,0,0,0,0,0,10,63,
"Breeza",137,0,0,0,0,0,0,0,0,0,9,147,
"Bretti",20,0,0,0,0,0,3,0,0,0,4,25,
"Brewarrina",983,0,0,0,6,0,0,20,0,0,136,1147,
"Brewongle",108,7,0,0,0,0,0,0,0,0,7,121,
"Briarbrook",9,0,0,0,0,0,0,0,0,0,0,9,
"Bribbaree",129,0,0,0,0,0,0,0,0,0,9,138,
"Bridgman",194,0,0,0,0,0,0,0,0,0,5,204,
"Brierfield",302,0,0,0,0,0,0,0,0,0,22,330,
"Brighton-le-Sands",3555,1876,540,740,278,221,329,0,58,22,711,8326,
"Brightwaters",839,13,3,0,0,3,6,0,5,0,30,905,
"Bril Bril",0,0,0,0,0,0,0,0,0,0,0,0,
"Brimbin",51,0,0,0,0,0,0,0,0,0,4,60,
"Brindabella",22,3,0,0,0,0,0,0,0,0,4,24,
"Brinerville",0,0,0,0,0,0,0,0,0,0,0,0,
"Bringelly",1718,234,114,191,23,36,44,0,0,0,145,2509,
"Bringenbrong",47,0,0,0,0,0,0,0,0,0,4,50,
"Brisbane Grove",121,4,0,0,0,0,0,0,0,0,8,134,
"Broadmeadow",1351,42,60,3,8,9,30,0,24,0,60,1595,
"Broadwater (Bega Valley - NSW)",110,0,0,0,0,0,3,0,0,0,3,118,
"Broadwater (Richmond Valley - NSW)",584,0,0,0,3,0,0,0,0,0,52,643,
"Broadway",36,0,0,0,0,0,0,0,0,0,4,41,
"Brobenah",15,0,0,0,0,0,0,0,0,0,0,15,
"Brocklehurst",322,0,0,0,0,0,0,0,0,0,34,358,
"Brocklesby",169,0,0,0,0,0,0,0,0,0,5,182,
"Brockley",43,0,0,0,0,0,0,0,0,0,0,43,
"Brodies Plains",48,0,0,0,0,0,0,0,0,0,8,55,
"Brogans Creek",10,0,0,0,0,0,0,0,0,0,0,10,
"Brogers Creek",31,0,0,0,0,0,0,0,0,0,9,43,
"Brogo",459,6,4,3,0,0,0,0,0,0,31,500,
"Broke (NSW)",482,5,0,0,0,0,0,6,4,0,78,581,
"Broken Head",241,6,0,0,0,3,0,0,0,0,20,278,
"Broken Hill",15840,90,31,12,74,109,35,31,15,13,1568,17811,
"Brombin",100,0,0,0,0,0,0,0,0,0,12,114,
"Bronte",5399,475,151,63,6,27,97,0,11,9,493,6726,
"Brookdale (NSW)",21,0,0,0,0,0,0,0,0,0,5,26,
"Brookfield (NSW)",171,0,3,0,0,0,0,0,0,0,23,205,
"Brooklana",41,0,0,0,0,0,0,0,0,0,4,42,
"Brooklet",225,7,0,0,0,0,5,0,0,0,22,254,
"Brooklyn (NSW)",635,16,14,0,9,5,13,0,5,0,39,727,
"Brookong",8,0,0,0,0,0,0,0,0,0,0,5,
"Brookvale",2091,250,86,64,108,122,263,0,39,11,116,3160,
"Brooman",27,0,0,0,0,0,0,0,0,0,0,27,
"Brooms Head",198,0,0,0,0,7,3,0,0,0,3,211,
"Broughams Gate",16,0,0,0,0,0,0,0,0,0,0,16,
"Broughton (NSW)",86,0,0,0,0,0,0,0,0,0,0,91,
"Broughton Vale",153,0,0,0,0,0,0,0,0,0,9,165,
"Broughton Village",79,0,0,0,0,0,0,0,0,0,0,84,
"Broulee",1557,11,15,0,0,4,0,0,0,5,120,1717,
"Brownlow Hill",303,18,9,13,36,5,24,0,5,0,13,422,
"Browns Creek",95,0,0,0,0,0,0,0,0,0,5,99,
"Browns Mountain",20,0,0,0,0,0,0,0,0,0,0,20,
"Brownsville",472,4,9,0,0,7,0,0,0,4,28,531,
"Brucedale",161,6,0,0,0,0,0,0,0,0,15,182,
"Bruie Plains",49,0,0,0,0,0,0,0,0,0,0,49,
"Bruinbun",24,0,0,0,0,0,0,0,0,0,19,46,
"Brumby Plains",0,0,0,0,0,0,0,0,0,0,0,0,
"Brundee",47,0,0,0,0,0,0,0,0,0,4,49,
"Brungle",101,0,0,0,0,0,0,9,0,0,3,114,
"Brungle Creek",28,0,0,0,0,0,0,0,0,0,4,28,
"Brunkerville",186,4,0,0,0,0,0,0,0,0,8,202,
"Brunswick Heads",1507,35,4,11,6,3,18,4,0,5,163,1738,
"Brushgrove",190,0,0,0,0,0,0,0,0,0,8,200,
"Brushy Creek",23,0,0,0,0,0,0,0,0,0,0,22,
"Buangla",0,0,0,0,0,0,0,0,0,0,0,0,
"Bucca (NSW)",487,0,4,0,12,0,4,0,5,0,36,548,
"Bucca Wauka",76,0,0,0,0,0,0,0,0,0,6,81,
"Buccarumbi",12,0,0,0,0,0,0,0,0,0,4,21,
"Buchanan (NSW)",177,0,0,0,0,0,0,0,0,0,14,194,
"Buckajo",285,0,0,0,0,0,0,0,0,0,14,297,
"Buckaroo",124,0,0,3,0,0,0,0,0,0,7,129,
"Buckenbowra",15,0,0,0,0,0,0,0,0,0,3,19,
"Buckenderra",22,0,0,0,0,0,0,0,0,0,0,19,
"Buckendoon",36,0,0,0,0,0,0,0,0,0,0,38,
"Bucketty",149,3,6,0,0,0,6,0,0,0,25,183,
"Buckra Bendinni",80,0,0,0,0,0,0,0,0,0,17,99,
"Budawang",16,0,0,0,0,0,0,0,0,0,0,14,
"Buddabadah",49,0,0,0,0,0,0,0,0,0,4,51,
"Budden",17,0,0,0,0,0,0,0,0,0,5,19,
"Budderoo",0,0,0,0,0,0,0,0,0,0,0,0,
"Buddong",0,0,0,0,0,0,0,0,0,0,0,0,
"Budgee Budgee (NSW)",176,0,0,0,0,0,0,0,8,0,10,194,
"Budgewoi",3088,13,24,5,5,10,9,0,7,0,197,3362,
"Budgewoi Peninsula",0,0,0,0,0,0,0,0,0,0,0,0,
"Budgong",61,0,4,0,0,0,0,0,0,0,4,67,
"Buff Point",3172,41,8,6,3,14,27,0,9,4,227,3506,
"Bugaldie",128,0,0,0,0,0,0,0,0,0,8,140,
"Bukalong",0,0,0,0,0,0,0,0,0,0,0,0,
"Bukkulla",126,0,0,0,0,0,0,0,0,0,11,136,
"Bulahdelah",1310,8,0,0,3,7,0,0,0,0,95,1424,
"Bulee",0,0,0,0,0,0,0,0,0,0,0,0,
"Bulga (NSW)",306,5,3,0,0,4,0,0,0,0,41,357,
"Bulga Forest",9,0,0,0,0,0,0,0,0,0,0,9,
"Bulgary",12,0,0,0,0,0,0,0,0,0,0,12,
"Bulla (NSW)",6,0,0,0,0,0,0,0,0,0,0,6,
"Bulla Creek",55,0,0,0,0,0,0,0,0,0,0,61,
"Bullaburra",1088,20,18,12,0,6,19,0,0,0,65,1232,
"Bullagreen",47,0,0,0,0,0,0,0,0,0,0,47,
"Bullarah",87,0,0,0,0,0,0,0,0,0,25,114,
"Bullatale",40,0,0,0,0,0,0,0,0,0,4,39,
"Bullawa Creek",91,0,0,0,0,0,0,0,0,0,15,102,
"Bulldog",23,0,0,0,0,0,0,0,0,0,3,29,
"Bulli",5586,84,41,38,3,42,30,0,13,8,263,6108,
"Bulliac",46,0,0,0,0,0,0,0,0,0,6,46,
"Bullio",64,0,0,0,0,0,0,0,0,0,19,85,
"Bulyeroi",19,0,0,0,0,0,0,0,0,0,0,19,
"Bumbaldry",81,0,0,0,0,0,0,0,0,0,20,103,
"Bumbalong",17,0,0,0,0,0,0,0,0,0,9,25,
"Bundabah",99,3,0,0,0,0,0,0,0,0,0,105,
"Bundagen",102,22,0,0,0,0,0,0,0,0,16,137,
"Bundanoon (NSW)",2549,42,7,0,0,0,9,0,3,0,120,2730,
"Bundarra",615,4,0,0,0,0,0,0,0,0,59,677,
"Bundeena",1743,52,23,0,0,0,18,4,0,3,74,1918,
"Bundella",64,0,0,0,0,0,0,0,0,0,6,66,
"Bundemar",40,0,0,0,0,0,0,0,0,0,3,41,
"Bundewallah",43,0,0,0,0,0,0,0,0,0,4,47,
"Bundook",88,0,0,0,0,0,0,0,0,0,9,100,
"Bundure",7,0,0,0,0,0,0,0,0,0,0,8,
"Bungaba",71,0,4,0,0,0,0,0,0,0,22,92,
"Bungabbee",0,0,0,0,0,0,0,0,0,0,0,0,
"Bungalora",60,0,0,0,0,0,0,0,0,0,0,67,
"Bungarby",57,0,9,0,0,0,0,0,0,0,7,76,
"Bungarribee",661,28,51,130,1256,243,46,0,100,26,97,2634,
"Bungawalbin",100,0,0,0,0,0,0,0,0,0,17,117,
"Bungendore",3751,45,27,0,17,12,16,0,4,6,306,4179,
"Bungonia",321,17,3,5,0,4,0,0,0,0,23,372,
"Bungowannah",153,0,0,0,0,3,0,0,0,0,5,162,
"Bungwahl",212,5,0,0,0,4,0,0,0,0,8,230,
"Bunnaloo",100,0,0,0,0,0,0,0,0,0,0,102,
"Bunnan",93,0,0,0,0,0,0,0,0,0,8,103,
"Bunyah",132,0,0,0,0,0,0,0,0,0,10,140,
"Bunyan",144,0,4,5,0,0,0,0,0,0,0,154,
"Burcher",68,0,0,0,0,0,0,0,0,0,18,84,
"Bureen",53,0,3,0,0,0,0,0,0,0,0,58,
"Burnt Bridge",136,0,0,0,0,0,0,15,0,0,5,155,
"Burnt Yards",30,0,0,0,0,0,0,0,0,0,0,30,
"Buronga",1046,32,10,0,5,0,6,0,4,0,105,1215,
"Burra (Queanbeyan-Palerang Regional - NSW)",690,16,8,0,0,0,0,0,0,0,86,797,
"Burra (Snowy Valleys - NSW)",57,0,0,0,0,0,0,0,0,0,7,68,
"Burra Creek",74,0,0,0,0,0,0,0,0,0,5,81,
"Burraboi",56,0,0,0,0,0,0,0,0,0,3,65,
"Burradoo",2428,35,19,6,0,0,12,0,3,0,135,2644,
"Burraga",86,0,0,0,0,0,0,0,0,0,8,91,
"Burragate",93,0,0,0,0,0,0,0,0,0,10,107,
"Burrandana",21,0,0,0,0,0,0,0,0,0,0,21,
"Burraneer",3202,121,63,9,4,26,37,0,3,6,111,3587,
"Burrangong",210,6,0,13,0,0,0,0,0,0,4,235,
"Burrapine",45,0,0,0,0,0,0,0,0,0,15,58,
"Burrawang",330,8,0,0,0,0,6,0,0,0,23,361,
"Burrell Creek",200,0,0,0,0,0,0,0,0,0,18,216,
"Burren Junction",251,0,0,0,0,0,0,0,0,0,22,273,
"Burrier",45,0,0,0,0,0,0,0,0,0,0,45,
"Burrill Lake",1334,11,0,0,10,6,0,0,0,4,104,1465,
"Burringbar",748,14,0,0,0,0,6,4,0,0,85,853,
"Burrinjuck",12,0,0,0,0,0,0,0,0,0,7,14,
"Burroway",104,0,0,0,0,0,0,0,0,0,14,121,
"Burrumbuttock",329,0,0,0,0,0,0,0,0,0,32,361,
"Burrundulla",122,0,0,0,0,0,0,0,0,0,20,147,
"Burwood (NSW)",3255,804,310,328,1227,835,8326,0,41,42,860,16032,
"Burwood Heights",387,162,33,68,25,32,208,0,3,0,69,987,
"Busby",1850,167,90,889,145,495,48,0,160,12,429,4286,
"Busbys Flat",33,0,0,0,0,0,0,0,0,0,6,36,
"Bushells Ridge",9,0,0,0,0,0,0,0,0,0,0,19,
"Buttaba",1029,9,13,0,0,6,0,0,4,0,36,1097,
"Buttai",56,0,0,0,0,0,0,0,0,0,0,56,
"Butterwick",138,3,0,0,0,0,0,0,0,0,5,141,
"Buxton (NSW)",1883,16,7,0,3,7,4,0,4,3,100,2027,
"Byabarra",291,3,0,0,0,0,0,0,0,0,34,330,
"Byadbo Wilderness",0,0,0,0,0,0,0,0,0,0,0,0,
"Byangum",129,0,0,3,0,0,0,0,0,0,8,137,
"Bylong",17,0,0,0,0,0,0,0,3,0,8,23,
"Byng",46,0,0,0,0,0,0,0,0,0,0,48,
"Byrock",42,3,0,0,0,0,0,0,0,0,0,50,
"Byron Bay",4086,200,22,30,5,32,67,0,10,6,1062,5515,
"Byrrill Creek",102,3,0,0,0,0,0,0,0,0,19,127,
"Bywong",1198,20,3,5,0,3,0,0,3,0,85,1323,
"Cabarita (NSW)",1286,191,32,44,37,26,270,0,0,0,62,1962,
"Cabarita Beach",96,0,0,0,0,0,0,0,0,0,0,106,
"Cabbage Tree Island (Ballina - NSW)",70,0,0,0,0,0,0,0,0,0,6,78,
"Cabbage Tree Island (Mid-Coast - NSW)",7,0,0,0,0,0,0,0,0,0,5,12,
"Cabramatta",2711,408,799,454,149,11446,4121,0,588,76,1028,21784,
"Cabramatta West",1472,282,266,324,25,3474,774,0,253,23,327,7220,
"Cabramurra",23,0,0,0,0,0,0,0,0,0,17,31,
"Caddens",983,33,21,39,174,46,54,0,10,4,100,1474,
"Cadgee (NSW)",45,0,0,0,0,0,0,0,0,0,4,43,
"Cadia",0,0,0,0,0,0,0,0,0,0,0,0,
"Caffreys Flat",42,3,0,0,0,0,0,0,0,0,4,52,
"Cairncross",3,0,0,0,0,0,0,0,0,0,0,3,
"Calala",3622,11,4,12,32,20,32,0,4,0,201,3931,
"Calamia",11,0,0,0,0,0,0,0,0,0,4,14,
"Calderwood",148,10,0,0,0,0,0,0,0,0,8,177,
"Caldwell",31,0,0,0,0,0,0,0,0,0,0,31,
"Calga",117,9,4,4,0,0,0,0,0,0,11,144,
"Califat",13,0,0,0,0,0,0,0,0,0,0,13,
"Calimo",66,0,0,0,0,0,0,6,0,0,3,70,
"Callaghan",980,15,5,17,39,29,176,0,15,0,62,1327,
"Callaghans Creek",4,0,0,0,0,0,0,0,0,0,3,5,
"Callala Bay",2003,43,40,3,0,7,8,0,9,0,89,2193,
"Callala Beach",686,22,24,0,0,0,0,0,3,0,65,805,
"Calliope (NSW)",93,0,0,0,0,0,0,0,0,0,15,107,
"Caloola",67,0,0,0,0,0,0,0,0,0,20,87,
"Cambalong",0,0,0,0,0,0,0,0,0,0,0,0,
"Camberwell (NSW)",71,0,0,0,0,0,0,0,0,0,7,80,
"Cambewarra",218,3,0,0,0,0,0,0,0,0,18,239,
"Cambewarra Village",1116,8,3,0,8,5,9,0,0,0,41,1187,
"Camboon (NSW)",33,0,0,0,0,0,0,0,0,0,3,40,
"Cambra",27,0,0,0,0,0,0,0,0,0,0,27,
