Australian Bureau of Statistics

"2016 Census - Employment, Income and Education"
"SSC (UR) by HEAP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"HEAP - 1 Digit Level","Postgraduate Degree Level","Graduate Diploma and Graduate Certificate Level","Bachelor Degree Level","Advanced Diploma and Diploma Level","Certificate III & IV Level","Secondary Education - Years 10 and above","Certificate I & II Level","Secondary Education - Years 9 and below","Supplementary Codes","Not stated","Not applicable","Total",
"Clarence Park",200,77,484,213,236,591,0,120,52,132,423,2536,
"Clarendon (SA)",29,13,64,55,103,175,0,24,19,34,90,619,
"Clay Wells",0,0,3,3,7,6,0,0,0,7,8,29,
"Claypans",0,0,0,0,0,5,0,0,0,3,6,17,
"Clayton Bay",9,10,21,39,76,103,3,21,14,42,26,353,
"Clearview",146,42,484,269,466,932,7,301,130,272,733,3781,
"Cleland",0,0,0,3,0,0,0,0,0,0,0,3,
"Clements Gap",0,0,4,3,9,12,0,5,0,0,11,47,
"Cleve",6,4,56,53,140,290,0,110,21,93,161,942,
"Clifton Hills Station",0,0,0,0,4,5,0,0,0,4,0,16,
"Clinton (SA)",0,6,10,9,42,107,0,44,10,52,20,302,
"Clinton Centre",0,0,5,0,0,14,0,0,0,0,0,18,
"Clovelly Park",151,39,471,232,395,955,0,202,85,189,517,3241,
"Cobdogla",0,0,13,22,53,122,0,48,16,35,73,383,
"Cocata",0,0,0,0,0,0,0,0,0,0,0,0,
"Cockaleechie",0,0,8,7,8,21,0,0,0,12,33,88,
"Cockatoo Valley",12,7,73,68,115,168,0,35,14,43,163,698,
"Cockburn",0,0,3,0,6,14,0,5,3,12,5,53,
"Coffin Bay",6,9,48,45,113,198,0,38,20,55,76,605,
"Colebatch",0,0,3,0,9,23,0,10,0,8,20,73,
"Coles",0,0,0,0,4,12,0,0,6,4,10,41,
"College Park",89,34,187,52,32,150,0,29,13,49,121,761,
"Colley",0,0,0,0,3,10,0,4,0,5,0,30,
"Collinsfield",0,0,0,0,0,4,0,0,0,0,0,9,
"Collinsville (SA)",0,0,0,0,0,0,0,0,0,0,0,4,
"Collinswood",119,50,291,108,123,304,0,51,37,91,211,1384,
"Colonel Light Gardens",173,107,636,289,363,752,0,121,71,132,712,3345,
"Colton",0,0,0,5,5,17,0,0,0,0,0,29,
"Comaum",0,0,7,0,10,10,0,0,0,0,11,35,
"Commissariat Point",3,0,18,13,44,59,0,18,4,52,14,225,
"Compton",4,9,34,45,142,210,0,60,9,37,138,686,
"Concordia",8,0,11,12,24,51,0,14,7,27,15,166,
"Condowie",0,4,9,0,7,16,0,3,0,5,19,61,
"Conmurra",0,0,4,4,9,11,0,0,0,0,13,42,
"Coober Pedy",34,14,116,101,241,425,0,147,51,360,278,1766,
"Coobowie",4,0,12,13,49,74,0,29,0,29,33,243,
"Cooke Plains",0,0,5,0,17,17,0,9,0,5,13,71,
"Coolillie",0,0,0,0,0,0,0,0,0,0,6,9,
"Cooltong",0,5,9,18,45,114,0,38,11,25,73,336,
"Coomandook",0,0,6,3,11,40,0,11,0,13,20,115,
"Coombe",0,0,4,8,6,19,0,5,0,6,16,64,
"Coomooroo",0,0,0,4,0,4,0,0,0,0,5,20,
"Coomunga",5,0,7,7,17,22,0,9,4,6,30,118,
"Coonalpyn",0,3,18,23,44,116,0,38,3,30,76,355,
"Coonamia",0,0,0,4,14,46,0,8,0,7,27,113,
"Coonawarra (SA)",5,0,22,8,17,47,0,7,0,16,22,141,
"Coorong",0,0,6,4,4,18,0,7,0,11,7,63,
"Cootra",0,0,0,0,7,5,0,0,3,0,8,25,
"Copeville",0,0,7,0,4,17,0,0,0,3,10,35,
"Copley (SA)",0,0,5,0,15,18,0,7,4,16,11,71,
"Corny Point",0,4,4,5,18,34,0,12,3,8,13,101,
"Coromandel East",16,15,69,35,37,71,0,17,12,19,50,341,
"Coromandel Valley",241,131,711,382,536,936,3,116,95,166,894,4202,
"Cortlinye",0,0,3,3,10,14,0,4,0,5,18,62,
"Corunna Station",0,0,0,4,0,5,0,4,0,4,8,19,
"Coulta",4,0,10,6,20,57,0,8,13,15,61,196,
"Cowandilla",52,17,216,101,163,393,0,131,54,122,185,1435,
"Cowell",4,9,37,52,188,381,0,127,13,124,177,1113,
"Cowirra",0,0,0,7,32,49,0,7,3,16,22,140,
"Cradock",0,0,5,0,0,15,0,5,0,3,0,32,
"Crafers",141,66,423,169,183,377,0,55,50,93,370,1935,
"Crafers West",95,54,265,105,103,234,0,40,21,32,274,1226,
"Craigburn Farm",146,81,397,227,224,581,0,88,71,53,536,2396,
"Craigmore",72,57,458,670,1866,3720,16,725,306,663,2347,10892,
"Crescent",0,3,10,10,28,67,0,20,11,13,36,203,
"Cromer (SA)",6,4,24,10,27,53,0,3,9,10,30,186,
"Cross Roads (SA)",0,0,0,3,21,42,0,15,4,18,16,124,
"Croydon (SA)",57,33,179,80,126,278,0,128,37,86,224,1238,
"Croydon Park (SA)",98,19,406,215,426,1200,0,492,176,370,562,3974,
"Crystal Brook (SA)",6,15,102,97,246,413,3,179,46,120,286,1510,
"Cudlee Creek",11,8,45,43,56,146,0,17,10,30,64,424,
"Culburra",0,0,5,3,4,39,0,0,4,7,20,79,
"Cultana",0,0,0,0,0,0,0,0,0,0,0,0,
"Cumberland Park",135,86,486,205,246,584,0,106,59,105,484,2500,
"Cummins",5,14,54,60,132,289,0,81,30,93,198,957,
"Cungena",0,0,0,0,3,14,0,4,0,0,7,25,
"Cunliffe",0,3,4,0,8,15,0,4,0,5,15,55,
"Cunningham (SA)",0,0,3,5,14,17,0,0,4,6,18,66,
"Cunyarie",0,0,0,0,0,3,0,0,0,0,3,11,
"Curramulka",3,6,18,12,51,106,0,23,5,25,57,306,
"Currency Creek",5,3,32,35,69,121,0,27,11,40,64,401,
"Custon",0,0,0,0,3,4,0,0,0,3,9,17,
"Cuttlefish Bay",0,0,0,0,0,4,0,0,0,0,0,5,
"Cygnet River",3,0,11,4,10,18,0,7,0,9,17,79,
"D'Estrees Bay",0,0,5,0,6,0,0,0,0,0,0,6,
"Dalkey",0,0,0,5,5,0,0,0,0,3,4,13,
"Danggali",0,0,0,0,0,0,0,0,0,0,0,0,
"Darke Peak",0,0,0,0,15,33,0,3,0,0,13,79,
"Darlington (SA)",55,22,161,90,144,350,0,64,28,88,235,1235,
"Davenport (SA)",0,0,0,0,0,25,5,39,4,58,30,161,
"Daveyston",0,0,6,7,19,13,0,0,0,3,21,68,
"Davoren Park",26,13,93,188,783,2185,12,728,181,756,1530,6491,
"Daw Park",120,83,415,197,273,694,3,162,71,156,505,2674,
"Dawesley",3,7,27,27,51,74,0,8,3,24,42,257,
"Dawson (SA)",0,0,0,0,0,0,0,0,0,0,0,5,
"De Mole River",0,0,0,0,3,6,0,0,0,8,0,12,
"Deep Creek (SA)",0,3,0,3,6,3,0,6,0,0,9,32,
"Deepwater (SA)",0,0,0,0,3,4,0,0,0,3,4,20,
"Delamere (SA)",4,0,13,11,30,38,0,10,6,17,26,152,
"Denial Bay",0,0,4,14,14,39,0,7,3,16,30,130,
"Dernancourt",153,96,570,318,496,1012,0,224,106,181,699,3857,
"Devlins Pound",0,0,0,3,0,3,0,6,0,3,5,20,
"Devon Park (SA)",34,18,132,58,122,255,0,81,33,58,96,890,
"Dingabledinga",0,4,11,0,12,15,0,0,3,17,3,70,
"Direk",6,0,43,40,111,200,0,26,22,32,209,700,
"Dismal Swamp",0,0,7,5,4,17,0,3,3,4,12,57,
"Donovans",4,0,4,7,20,30,0,10,0,12,0,83,
"Dorset Vale",0,0,0,0,0,0,0,0,0,0,0,0,
"Dover Gardens",89,53,319,202,396,821,4,171,92,220,499,2870,
"Dowlingville",0,0,7,0,10,19,0,3,0,4,8,46,
"Dry Creek (SA)",0,0,6,21,36,85,0,22,16,16,32,228,
"Dublin",0,0,6,14,68,156,0,32,7,41,81,402,
"Duck Ponds",0,0,0,8,12,34,0,8,0,206,18,287,
"Dudley East",0,0,5,4,7,20,0,4,4,5,3,55,
"Dudley Park (SA)",12,0,52,33,65,200,0,90,18,65,93,626,
"Dudley West",0,0,0,3,0,9,0,0,0,3,0,17,
"Dulwich",188,68,418,128,84,298,0,44,26,68,349,1678,
"Duncan",0,0,7,8,5,26,0,7,0,8,13,71,
"Dutton",0,0,7,3,31,31,0,11,0,13,12,116,
"Dutton East",0,0,0,0,4,3,0,0,0,4,3,19,
"East Moonta",3,3,5,7,37,49,0,13,3,9,25,154,
"Eastwood (SA)",71,31,196,54,62,143,0,24,19,64,98,767,
"Eba",0,0,0,0,3,6,0,0,0,0,0,10,
"Eba Anchorage",0,0,0,3,3,11,0,0,0,3,0,28,
"Ebenezer (SA)",0,0,7,17,25,56,0,22,0,7,37,175,
"Echunga",39,20,157,79,184,291,0,32,30,61,210,1110,
"Eden Hills",213,96,578,249,352,697,0,88,62,157,491,2985,
"Eden Valley",4,0,34,37,48,98,0,24,9,29,40,336,
"Edillilie",0,0,6,6,27,50,0,7,0,10,29,136,
"Edinburgh",0,0,32,14,56,128,0,0,8,38,0,276,
"Edinburgh North",0,0,0,0,0,0,0,0,0,0,0,0,
"Edithburgh",4,4,18,27,93,162,0,68,15,61,58,519,
"Edwardstown",148,81,569,323,538,1225,4,318,108,391,621,4327,
"Eight Mile Creek (SA)",4,0,6,5,26,44,0,5,0,35,31,154,
"Elizabeth",12,9,47,51,157,330,0,103,31,122,173,1024,
"Elizabeth Downs",12,13,115,172,708,1734,13,522,131,480,1163,5070,
"Elizabeth East",11,17,133,159,591,1465,10,443,160,608,841,4439,
"Elizabeth Grove",7,9,59,81,276,750,0,283,86,338,554,2441,
"Elizabeth North",17,12,85,109,434,1163,9,374,96,438,728,3466,
"Elizabeth Park",16,9,115,178,494,1227,5,371,174,419,858,3862,
"Elizabeth South",24,13,73,84,282,943,11,360,116,390,575,2862,
"Elizabeth Vale",13,18,117,126,518,1278,3,482,206,480,796,4038,
"Elliston",0,9,37,23,59,94,0,23,9,42,76,374,
"Elwomple",0,0,0,0,7,37,0,11,0,6,25,90,
"Emu Bay",3,0,14,10,15,33,0,3,0,10,14,107,
"Emu Downs",0,0,0,0,10,14,0,9,0,9,15,47,
"Emu Flat (SA)",3,0,13,8,11,21,0,6,3,9,22,93,
"Encounter Bay",80,55,378,369,789,1651,0,414,162,445,540,4899,
"Enfield (SA)",226,66,635,351,643,1331,5,442,256,416,971,5333,
"Erindale",101,40,293,94,61,293,0,34,24,37,207,1183,
"Erith",0,0,0,0,10,18,0,3,4,6,6,54,
"Erskine (SA)",0,0,0,0,0,0,0,3,0,0,0,3,
"Ethelton",31,18,152,119,230,410,0,114,43,99,246,1460,
"Ettrick (SA)",0,0,0,0,12,16,0,3,3,8,13,62,
"Eudunda",0,0,35,42,126,287,0,116,22,71,121,823,
"Eurelia",0,0,0,3,0,4,0,3,0,3,0,14,
"Euromina",0,0,0,0,0,0,0,0,0,5,4,12,
"Evandale (SA)",118,43,277,104,121,300,0,87,36,46,239,1373,
"Evanston",12,21,127,120,363,690,5,229,65,193,448,2261,
"Evanston Gardens",14,8,101,124,344,556,3,101,48,108,459,1865,
"Evanston Park",48,43,319,335,704,1271,3,310,102,254,889,4281,
"Evanston South",4,10,17,20,44,96,0,19,5,53,73,346,
"Everard Central",0,0,0,0,6,16,0,0,0,9,4,35,
"Everard Park",65,22,189,87,120,271,0,50,29,82,163,1080,
"Exeter (SA)",40,29,159,103,144,259,0,56,38,67,142,1034,
"Fairview Park",57,48,331,295,666,1075,4,154,100,185,685,3601,
"Faraway Hill",0,0,0,0,0,0,0,0,0,0,5,11,
"Farina",0,0,3,3,0,9,0,4,3,3,3,31,
"Farrell Flat",0,0,11,19,45,68,0,13,12,26,47,237,
"Felixstow",117,40,366,153,234,558,0,275,80,173,308,2313,
"Ferryden Park",89,29,413,229,348,1290,4,445,211,322,764,4160,
"Field",0,0,7,8,7,18,0,4,0,8,20,82,
"Findon",178,71,675,444,765,1757,7,637,232,480,971,6208,
"Finniss",6,4,15,24,56,88,0,9,10,16,50,288,
"Firle",87,31,251,100,140,372,0,124,41,59,224,1435,
"Fischer",0,0,0,5,10,22,0,7,0,3,11,58,
"Fisher (SA)",0,0,0,0,16,27,0,0,4,6,4,52,
"Fisherman Bay",0,0,4,5,32,47,0,22,3,22,5,140,
"Fitzroy (SA)",49,18,171,49,74,199,0,24,19,54,118,783,
"Five Miles",0,0,0,0,0,6,0,0,0,0,0,7,
"Flagstaff Hill",398,230,1342,957,1474,2709,0,409,256,439,1740,9952,
"Flaxley",4,7,25,11,23,45,0,6,5,17,37,172,
"Flaxman Valley",6,9,19,22,37,64,0,17,3,25,55,259,
"Flinders Chase",0,0,0,0,0,0,0,0,0,0,0,0,
"Flinders Park",128,64,548,364,653,1370,0,430,172,244,891,4879,
"Flinders Ranges",0,0,8,8,13,23,0,5,5,35,11,104,
"Florina Station",0,0,3,0,0,0,0,0,0,0,3,15,
"Fords",3,0,6,6,14,13,0,4,3,5,15,70,
"Forest Range",10,5,30,17,30,68,0,10,7,19,46,232,
"Forestville (SA)",125,44,277,112,125,283,0,54,38,84,246,1394,
"Forreston",12,4,42,31,84,110,0,11,12,31,60,392,
"Forster (SA)",0,0,0,0,4,0,0,0,0,3,3,15,
"Foul Bay",3,0,0,6,15,13,0,5,0,0,0,43,
"Fountain",0,0,0,0,0,6,0,0,0,0,0,13,
"Fowlers Bay",0,0,3,0,6,14,0,12,4,10,6,51,
"Fox",0,0,0,4,6,15,0,0,0,0,16,50,
"Frahns",0,0,0,0,4,0,0,0,0,0,0,0,
"Frances",0,0,0,4,8,37,0,9,0,5,21,84,
"Franklyn",0,0,0,0,0,3,0,0,0,0,0,6,
"Frankton",0,0,0,0,6,8,0,0,0,0,6,15,
"Frayville",0,0,0,0,4,0,0,0,0,0,0,8,
"Freeling",11,15,103,128,408,659,0,175,47,138,518,2213,
"Frewville",70,27,203,73,41,189,0,25,24,52,169,869,
"Fulham (SA)",76,44,358,221,353,730,0,208,69,193,443,2702,
"Fulham Gardens",205,91,765,447,751,1857,3,569,203,379,910,6179,
"Fullarton",347,128,889,342,292,968,0,214,99,326,635,4236,
"Furner",0,0,0,8,7,59,0,6,0,15,18,119,
"Galga",0,0,0,0,0,0,0,6,0,0,3,19,
"Gammon Ranges",0,0,0,0,0,4,0,3,0,0,0,9,
"Garden Island (SA)",0,0,0,0,0,0,0,0,0,0,0,5,
"Gawler (SA)",19,9,57,35,85,179,0,75,15,88,87,652,
"Gawler Belt",15,9,45,60,166,276,0,36,16,111,207,944,
"Gawler East",99,81,394,475,858,1586,0,440,140,425,837,5339,
"Gawler Ranges",0,0,0,0,0,0,0,0,0,0,0,0,
"Gawler River",0,0,7,7,17,37,0,12,0,8,31,124,
"Gawler South",33,32,169,190,400,817,5,205,55,219,345,2479,
"Gawler West",4,10,29,42,144,315,0,110,18,137,153,947,
"Gemmells",5,0,7,7,11,19,0,4,4,3,10,82,
"Georgetown (SA)",4,3,8,14,26,55,0,14,0,18,25,163,
"Gepps Cross",14,5,50,44,82,199,0,66,21,45,106,638,
"Geranium",0,3,5,9,16,32,0,14,5,14,22,112,
"Geranium Plains",0,0,0,0,0,3,0,0,0,0,0,8,
"Gerard",0,0,0,0,9,15,0,0,0,3,3,34,
"German Creek",0,0,6,3,8,10,0,3,4,0,10,42,
"German Flat",0,0,0,0,0,4,0,0,0,0,0,3,
"Germein Bay",0,0,0,0,0,0,0,0,0,3,0,4,
"Gidgealpa",0,0,12,11,77,24,0,5,0,37,3,178,
"Gifford Hill",0,0,0,3,4,14,0,0,0,0,4,40,
"Gilberton (SA)",134,55,354,117,105,295,0,51,44,116,168,1439,
"Giles Corner",0,0,0,0,7,10,0,0,0,3,3,30,
"Gillentown",0,0,13,6,9,32,0,0,0,8,29,102,
"Gilles Plains",129,43,404,223,416,1013,7,294,140,269,643,3576,
"Gillman",0,0,7,3,9,37,0,10,4,5,12,83,
"Gladstone (SA)",3,5,46,35,113,249,0,79,11,66,137,756,
"Glandore",160,64,493,224,303,825,0,142,71,198,486,2969,
"Glanville",16,17,54,42,102,227,0,59,17,41,89,671,
"Glen Osmond",182,55,377,137,98,500,0,94,38,173,337,1997,
"Glenalta",115,77,378,183,213,416,6,52,59,79,380,1961,
"Glenburnie",3,0,20,20,63,104,0,30,10,34,80,378,
"Glencoe (SA)",0,7,36,35,126,175,0,52,17,50,154,657,
"Glendambo",0,0,0,0,0,0,0,0,0,0,0,0,
"Glenelg (SA)",229,75,542,283,351,942,0,151,92,402,279,3344,
"Glenelg East",143,89,685,340,445,1022,0,135,101,240,562,3754,
"Glenelg North",252,137,965,592,817,1698,0,221,174,514,882,6253,
"Glenelg South",142,61,396,213,213,549,0,96,60,253,252,2239,
"Glengowrie",166,130,737,454,712,1492,0,267,132,382,872,5347,
"Glenroy (SA)",0,0,10,6,14,30,0,6,4,5,28,92,
"Glenside",196,52,477,208,149,597,0,125,77,170,356,2426,
"Glenunga",173,65,452,170,107,507,0,68,62,76,328,2009,
"Globe Derby Park",0,0,12,26,41,123,0,49,8,36,48,350,
"Glossop",6,7,51,42,156,315,0,107,24,92,190,984,
"Glynde",77,32,248,128,182,496,0,243,75,185,266,1933,
"Golden Grove",247,173,1061,924,1501,3216,3,453,252,604,1815,10234,
"Golden Heights",0,0,19,22,41,78,0,34,11,26,44,268,
"Gomersal",0,0,8,5,8,10,0,0,0,3,15,57,
"Good Hope Landing",0,0,0,0,4,7,0,0,0,0,0,21,
"Goodwood (SA)",292,102,732,199,184,553,3,147,70,219,475,2985,
"Goolwa",27,29,135,149,365,754,0,259,79,347,204,2350,
"Goolwa Beach",29,30,128,152,380,682,9,187,65,155,320,2129,
"Goolwa North",14,13,79,92,175,315,0,78,34,106,114,1015,
"Goolwa South",15,16,73,89,172,303,0,67,35,106,95,974,
"Gosse",0,0,0,0,7,7,0,0,0,6,6,37,
"Gould Creek",4,0,31,15,38,85,0,14,3,20,32,247,
"Goyder",0,0,0,4,3,11,0,0,0,0,6,25,
"Grace Plains",0,0,0,0,13,19,0,0,0,4,11,53,
"Grange (SA)",252,114,840,502,746,1610,0,396,162,407,891,5915,
"Green Fields",3,0,13,13,23,52,0,11,6,4,31,152,
"Green Hills Range",5,0,12,3,10,8,0,10,0,3,12,64,
"Green Patch",0,0,4,8,8,20,0,0,0,4,11,51,
"Greenacres",172,34,420,187,281,730,3,192,73,187,541,2818,
"Greenhill (SA)",29,19,86,32,38,88,0,12,12,10,90,419,
"Greenock",12,17,88,78,211,283,0,58,29,72,238,1093,
"Greenways",0,0,0,3,9,12,0,3,0,0,4,36,
"Greenwith",160,106,801,738,1540,2764,6,404,214,377,1881,8991,
"Gulfview Heights",63,53,294,289,649,1156,0,208,85,181,657,3643,
"Gulnare",0,0,10,5,18,28,0,6,0,5,13,86,
"Gum Creek",0,0,0,0,5,7,0,0,0,0,5,19,
"Gumeracha",22,16,59,84,154,222,0,57,21,67,133,830,
"Gurra Gurra",4,3,9,3,13,26,0,10,0,4,10,81,
"Hackham",26,26,186,226,800,1327,8,329,109,279,700,4004,
"Hackham West",19,20,114,153,559,1281,8,320,97,396,570,3549,
"Hacklins Corner",0,0,0,0,5,11,0,3,0,6,10,27,
"Hackney",49,17,103,43,39,177,0,27,18,38,49,572,
"Hahndorf",87,53,347,243,357,636,0,207,78,235,426,2670,
"Haines",0,0,11,6,25,38,0,10,6,11,33,150,
"Halbury",0,3,8,6,30,66,0,5,0,30,43,198,
"Halidon",0,0,0,0,0,10,0,4,0,9,3,19,
"Hallelujah Hills",0,0,0,0,0,0,0,0,0,0,0,3,
"Hallett",0,0,9,9,26,45,0,23,6,9,21,151,
"Hallett Cove",385,195,1516,1154,2050,3516,4,460,364,519,2143,12302,
"Hambidge",0,0,0,0,0,0,0,0,0,0,0,0,
"Hamilton (SA)",0,0,7,0,13,30,0,13,0,6,9,86,
"Hamley",0,0,0,0,5,5,0,4,0,0,4,12,
"Hamley Bridge",3,5,28,43,112,204,0,62,19,100,136,717,
"Hammond",0,0,0,0,0,9,0,4,0,0,0,17,
"Hampden (SA)",0,4,3,3,10,15,0,13,0,5,23,72,
"Hampstead Gardens",98,32,237,91,148,368,0,85,38,68,226,1399,
"Hansborough",0,0,0,0,9,18,0,3,0,0,8,46,
"Hanson",0,0,0,0,5,5,0,0,0,6,6,18,
"Happy Valley (SA)",178,176,1134,972,2044,3278,5,547,290,555,2029,11217,
"Hardwicke Bay",0,0,4,6,31,41,0,17,3,13,6,124,
"Hardy",0,0,0,0,0,0,0,0,0,0,0,3,
"Harrogate",12,11,45,41,67,102,0,12,8,39,82,408,
"Hart (SA)",0,0,8,4,3,9,0,4,0,0,10,46,
"Hartley (SA)",0,4,4,9,26,58,0,18,0,8,22,155,
"Haslam",0,0,0,3,10,28,0,0,0,9,10,63,
"Hatherleigh",0,4,4,13,22,48,0,18,0,12,14,136,
"Hawker (SA)",4,5,22,23,53,87,0,35,4,56,60,336,
"Hawson",0,0,9,3,21,32,0,12,0,21,25,127,
"Hawthorn (SA)",189,75,498,169,122,489,0,70,55,92,397,2169,
"Hawthorndene",177,113,649,296,354,702,4,99,83,137,688,3299,
"Hay Flat",0,0,4,6,11,14,0,4,0,5,3,51,
"Hay Valley",0,0,0,3,0,13,0,3,0,0,3,26,
"Hayborough",26,25,146,171,402,660,4,201,53,172,386,2244,
"Hazelwood Park",180,65,449,166,89,415,0,46,45,80,343,1874,
"Heathfield",60,28,185,84,107,252,0,32,25,47,175,998,
"Heathpool",45,14,105,52,27,156,0,32,16,29,61,541,
"Hectorville",174,60,533,248,426,958,3,400,168,211,565,3740,
"Hendon (SA)",16,8,107,78,156,309,0,157,50,118,175,1174,
"Henley Beach",269,127,929,506,782,1596,4,286,161,358,970,5990,
"Henley Beach South",136,62,416,261,328,648,0,101,65,171,481,2671,
"Hewett",49,35,207,241,491,823,0,104,53,101,739,2836,
"Highbury (SA)",230,139,904,555,988,1851,0,280,147,299,1179,6584,
"Highgate (SA)",148,50,354,130,104,381,0,61,31,75,311,1646,
"Highland Valley",6,5,47,34,58,80,0,3,6,23,67,338,
"Hill River (SA)",0,0,4,11,9,29,0,10,5,7,16,93,
"Hillbank",49,34,308,349,883,1567,0,237,132,205,848,4613,
"Hillcrest (SA)",174,69,477,251,373,920,6,220,89,157,640,3370,
"Hillier",8,3,28,34,128,271,0,105,18,64,49,705,
"Hilltown",0,0,0,8,7,16,0,6,0,8,18,57,
"Hilton (SA)",32,9,150,69,94,235,0,56,32,49,103,838,
"Hincks",0,0,0,0,0,0,0,0,0,0,0,0,
"Hindmarsh (SA)",12,0,44,21,28,67,0,21,3,20,11,233,
"Hindmarsh Island",23,19,129,142,268,407,0,74,47,109,187,1400,
"Hindmarsh Tiers",0,0,3,4,15,27,0,6,5,11,13,94,
"Hindmarsh Valley",15,4,40,41,92,142,0,26,13,35,74,472,
"Holden Hill",105,32,347,208,494,944,0,258,94,242,568,3294,
"Holder (SA)",0,0,6,8,23,19,0,9,0,10,6,77,
"Holder Siding",0,0,0,4,0,4,0,0,0,0,5,11,
"Honiton",0,0,4,0,8,17,0,4,0,7,7,41,
"Hope Forest",8,0,21,6,26,32,0,0,0,21,27,141,
"Hope Gap",0,0,0,0,0,3,0,0,0,0,5,4,
"Hope Valley (SA)",167,106,754,590,1225,2324,8,794,225,584,1118,7887,
"Hornsdale",0,0,7,0,0,13,0,0,0,3,9,39,
"Horsnell Gully",0,0,0,3,0,0,0,0,0,0,0,9,
"Hoskin Corner",0,0,0,3,0,5,0,0,0,0,7,18,
"Houghton",10,8,64,39,88,137,0,17,15,33,75,493,
"Hove",122,76,460,287,337,779,0,181,127,228,411,3008,
"Hoyleton",0,0,5,8,12,34,0,15,9,26,27,127,
"Huddleston",0,0,0,0,0,9,0,0,0,4,5,22,
"Humbug Scrub",10,5,35,40,95,108,0,20,14,34,51,414,
"Huntfield Heights",28,36,172,265,758,1225,0,302,114,268,871,4040,
"Hyde Park (SA)",153,58,390,99,98,385,0,67,41,85,285,1665,
"Hynam",0,3,9,14,25,50,0,5,5,7,32,145,
"Ingle Farm",161,67,631,484,1442,2759,16,835,326,635,1480,8820,
"Inglewood (SA)",27,7,45,32,62,99,0,19,3,36,67,389,
"Ingomar",0,0,9,4,23,19,0,0,0,5,5,66,
"Inkerman (SA)",0,0,0,0,7,5,0,7,3,3,5,26,
"Inkster",0,0,0,0,4,5,0,0,0,0,5,10,
"Inman Valley",10,3,31,32,50,99,0,25,3,28,54,343,
"Innamincka",0,0,0,5,12,11,0,0,0,10,5,41,
"Inneston",0,0,0,0,0,0,0,0,0,0,0,0,
"Iron Knob",0,0,4,0,22,38,0,37,0,21,17,143,
"Ironbank",32,18,83,45,71,107,0,26,9,31,96,524,
"Ironstone",0,0,0,0,4,5,0,0,0,0,4,17,
"Island Beach",0,0,3,3,11,7,0,0,0,10,3,33,
"Island Lagoon",0,0,0,0,0,0,0,0,0,0,0,0,
"Iwantja",3,3,12,6,13,62,0,32,19,50,63,257,
"Jabuk",0,0,4,9,8,22,0,3,0,3,15,68,
"James Well",0,0,0,4,12,13,0,9,0,7,0,51,
"Jamestown",16,21,105,93,227,507,0,167,26,149,258,1566,
"Jamieson (SA)",0,0,0,0,0,0,0,0,0,0,0,0,
"Jericho (SA)",0,0,0,0,0,5,0,3,0,9,0,16,
"Jerusalem",0,3,22,26,58,115,0,29,4,38,97,395,
"Jervois",0,3,10,12,46,87,0,37,5,43,59,297,
"Joanna",4,3,14,7,9,30,0,6,3,7,16,99,
"Johnburgh",0,0,0,0,0,4,0,0,0,3,0,10,
"Joslin",89,41,241,78,69,291,0,73,31,41,191,1149,
"Julanka Holdings",0,0,0,0,0,0,0,0,0,0,0,0,
"Julia",0,0,0,0,3,10,0,0,0,0,4,26,
"Jupiter Creek",12,5,40,18,27,72,0,8,0,11,51,241,
"Kadina",14,37,138,137,409,885,5,309,68,388,446,2848,
"Kainton",0,0,5,10,4,20,0,4,0,11,12,61,
"Kalamurina",0,0,0,0,5,6,0,0,0,0,0,19,
"Kalanbi",0,0,0,0,5,17,0,3,0,0,3,25,
"Kalangadoo",6,3,25,23,71,163,0,47,13,40,74,471,
"Kalbeeba",4,3,34,39,77,112,0,19,10,11,70,385,
"Kaldoonera",0,0,4,0,7,17,0,0,0,0,14,45,
"Kalka",0,0,0,0,3,27,0,4,7,22,28,97,
"Kallora",0,0,0,3,3,6,0,0,0,0,3,20,
"Kaltjiti",0,0,5,0,8,69,0,33,0,71,33,224,
"Kangarilla",25,18,95,89,159,261,0,35,15,54,136,890,
"Kangaroo Flat (SA)",0,0,14,5,21,32,0,9,4,0,15,103,
"Kangaroo Head",0,0,3,5,0,7,0,0,0,4,8,22,
"Kangaroo Inn",0,0,0,0,0,4,0,3,0,0,0,4,
"Kanmantoo",8,8,34,39,140,186,0,22,20,53,208,723,
"Kanni",0,0,0,7,10,4,0,0,0,0,14,38,
"Kanpi",0,0,0,0,7,7,0,9,3,0,5,33,
"Kanyaka",0,0,0,0,0,0,0,0,0,0,0,7,
"Kapinnie",0,0,0,0,11,22,0,3,0,0,15,49,
"Kappawanta",0,0,0,0,0,3,0,0,0,0,0,10,
"Kapunda",21,28,172,160,514,966,0,261,66,206,524,2915,
"Karatta",0,0,15,11,12,23,0,4,0,15,12,102,
"Karcultaby",0,0,4,0,0,6,0,0,0,0,5,23,
"Karkoo",0,0,9,0,7,14,0,3,0,8,16,59,
"Karoonda",0,0,26,24,64,158,0,88,9,45,89,514,
"Karte",0,0,0,0,0,14,0,5,0,0,8,29,
"Katarapko",0,0,0,0,0,0,0,0,0,0,0,0,
"Keilira",0,0,3,9,12,16,0,10,0,6,22,80,
"Keith",7,11,71,63,205,424,6,134,28,142,264,1351,
