Australian Bureau of Statistics

"2016 Census - Cultural Diversity"
"SSC (UR) by RELP - 1 Digit Level"
"Counting: Persons Place of Usual Residence"

Filters:
"Default Summation","Persons Place of Usual Residence"

"RELP - 1 Digit Level","Buddhism","Christianity","Hinduism","Islam","Judaism","Other Religions","Secular Beliefs and Other Spiritual Beliefs and No Religious Affiliation","Inadequately described","Not stated","Total",
"Bogan Gate",0,174,0,0,0,0,55,0,56,291,
"Bogangar",43,1426,15,12,3,8,1222,24,309,3062,
"Bogee",0,60,0,0,0,0,21,0,3,78,
"Boggabilla",0,698,0,0,0,3,194,0,91,989,
"Boggabri",6,749,0,0,0,0,223,4,136,1129,
"Bogong Peaks Wilderness",0,0,0,0,0,0,0,0,0,0,
"Bohena Creek",0,123,0,0,0,0,16,0,27,171,
"Bohnock",0,42,0,0,0,0,24,3,0,69,
"Bolaro",0,24,0,0,0,0,9,0,9,38,
"Bolivia",0,57,0,0,0,0,12,0,4,70,
"Bolong",5,58,0,0,0,0,37,0,5,102,
"Bolton Point",25,1163,8,0,0,14,648,7,262,2122,
"Bolwarra (NSW)",6,652,0,0,0,0,269,4,55,991,
"Bolwarra Heights",11,2077,9,4,0,6,693,6,173,2981,
"Bom Bom",0,0,0,0,0,0,0,0,0,0,
"Bomaderry",52,3972,18,15,4,22,1924,20,637,6666,
"Bombah Point",0,0,0,0,0,0,4,0,13,14,
"Bombala",7,979,0,0,0,3,288,0,106,1383,
"Bombay",0,47,0,0,0,0,58,0,15,118,
"Bombira",0,267,0,0,0,0,60,0,20,349,
"Bombo",0,74,0,0,0,0,23,0,13,108,
"Bombowlee",0,216,0,0,0,0,39,0,36,295,
"Bombowlee Creek",0,42,0,0,0,0,8,0,6,51,
"Bomen",0,23,0,0,0,0,7,0,0,26,
"Bomera",0,18,0,0,0,0,8,0,3,38,
"Bonalbo",6,197,13,0,0,3,106,0,55,373,
"Bondi",133,3324,48,46,1266,28,3686,58,1462,10049,
"Bondi Beach",165,3656,46,37,762,32,4897,92,1967,11653,
"Bondi Forest",0,0,0,0,0,0,0,0,3,3,
"Bondi Junction",212,3411,65,53,1021,29,3041,35,1569,9440,
"Bonnells Bay",31,2328,0,0,3,10,960,13,229,3575,
"Bonnet Bay",15,1507,5,5,0,5,596,10,115,2265,
"Bonny Hills",21,1897,4,3,0,12,809,18,203,2976,
"Bonnyrigg",2658,3630,74,310,0,119,1183,20,687,8670,
"Bonnyrigg Heights",1589,3922,119,431,0,59,769,11,395,7305,
"Bonshaw (NSW)",0,94,0,0,0,0,19,0,18,136,
"Bonville",31,1532,3,4,0,26,765,9,175,2548,
"Booerie Creek",0,96,0,0,0,0,37,0,37,165,
"Book Book",0,60,0,0,0,0,17,0,17,94,
"Booker Bay",5,810,0,0,0,3,364,6,128,1322,
"Bookham",0,99,0,0,0,0,35,0,19,162,
"Bookookoorara",0,16,0,0,0,3,4,0,8,28,
"Bookram",0,0,0,0,0,0,0,0,0,0,
"Boolambayte",0,48,0,0,0,0,27,0,6,84,
"Boolaroo",7,631,5,0,0,3,318,11,64,1034,
"Boolcarroll",0,11,0,0,0,0,4,0,0,14,
"Booligal",0,74,0,0,0,0,15,0,6,96,
"Boolijah",0,0,0,0,0,0,0,0,0,0,
"Boomanoomana",0,55,0,0,0,0,18,0,23,95,
"Boomerang Beach",0,134,0,0,0,0,123,0,35,297,
"Boomey",0,44,0,0,0,0,20,0,10,73,
"Boomi",0,145,0,0,0,0,27,0,30,203,
"Boomi Creek",0,16,0,0,0,0,3,0,0,21,
"Boona Mount",0,17,0,0,0,0,0,0,4,20,
"Boonal",0,23,0,0,0,0,12,0,8,45,
"Boonoo Boonoo",0,6,0,0,0,0,7,0,3,17,
"Boorabee Park",0,72,0,0,0,0,17,0,14,103,
"Booragul",3,796,3,5,0,3,350,6,108,1282,
"Booral (NSW)",4,209,0,7,0,3,155,0,36,404,
"Boorga",0,11,0,0,0,0,0,0,0,12,
"Boorganna",0,20,0,0,0,0,3,0,3,27,
"Boorolong",0,55,0,0,0,0,22,0,14,86,
"Boorook",0,20,0,0,0,0,7,0,0,31,
"Boorooma",14,546,25,29,0,6,195,3,49,862,
"Booroorban",0,22,0,0,0,0,9,0,0,34,
"Boorowa",7,1247,4,6,0,3,245,0,128,1640,
"Bootawa",0,102,0,0,0,0,39,0,29,174,
"Booti Booti",0,0,0,0,0,0,0,0,0,0,
"Booyong",0,39,0,0,0,0,31,0,9,82,
"Bora Ridge",3,55,0,0,0,0,31,0,21,116,
"Borah Creek",0,21,0,0,0,0,10,0,3,36,
"Borambola",0,75,0,0,0,0,24,0,3,105,
"Border Ranges",0,0,0,0,0,0,0,0,0,0,
"Boree",0,63,0,0,0,0,10,3,21,95,
"Boree Creek",0,135,0,0,0,0,40,0,25,201,
"Borenore",3,326,0,0,0,0,75,0,54,464,
"Boro",0,36,0,0,0,0,40,0,20,89,
"Bossley Park",1024,10909,117,434,0,203,1067,97,731,14580,
"Bostobrick",3,64,0,0,0,0,55,0,4,137,
"Botany",217,6621,105,162,222,41,2499,32,915,10822,
"Botobolar",0,66,0,0,0,0,15,0,5,87,
"Bottle Creek",0,14,0,0,0,0,7,0,0,24,
"Bouddi",0,5,0,0,0,0,0,0,5,8,
"Bourbah",0,34,0,0,0,0,0,0,0,39,
"Bourke",6,1290,11,7,0,0,257,3,337,1915,
"Bourkelands",17,2100,15,9,0,5,548,9,156,2852,
"Bournda",0,50,0,0,0,0,61,0,46,150,
"Bournewood",0,38,0,0,0,0,4,0,9,52,
"Bow Bowing",67,970,121,130,0,17,230,5,71,1603,
"Bowan Park",0,89,0,0,0,0,22,0,7,113,
"Bowen Mountain",18,907,0,0,0,12,504,22,110,1572,
"Bowenfels",4,1259,4,4,0,7,503,7,246,2047,
"Bowling Alley Point",0,15,0,0,0,0,12,4,0,31,
"Bowman",3,70,0,3,0,0,35,0,29,142,
"Bowman Farm",0,30,0,0,0,0,13,0,0,45,
"Bowmans Creek",0,10,0,0,0,0,0,0,0,10,
"Bowna",0,78,0,0,0,3,18,0,6,108,
"Bowning",0,352,0,0,0,10,157,0,55,572,
"Bowral",92,6519,113,9,33,42,2594,38,893,10331,
"Bowraville",18,656,4,4,0,16,309,0,111,1120,
"Box Head",0,0,0,0,0,0,0,0,0,0,
"Box Hill (NSW)",9,685,5,0,6,8,126,0,71,899,
"Box Ridge",0,36,0,0,0,0,11,0,3,48,
"Boxers Creek",3,157,0,0,0,0,45,0,22,230,
"Boydtown",0,41,0,0,0,3,21,0,10,73,
"Bradbury (NSW)",123,5446,70,406,8,61,1936,41,704,8800,
"Braefield",0,50,0,0,0,0,11,0,9,63,
"Braemar",0,274,3,8,0,3,136,0,23,448,
"Braemar Bay",0,9,0,0,0,0,4,0,3,20,
"Braidwood",9,870,3,0,0,19,537,14,201,1652,
"Brandy Hill",6,440,0,0,0,3,164,3,56,669,
"Branxton",12,1408,0,0,0,0,436,4,125,1987,
"Braunstone",0,172,0,0,0,0,78,7,35,293,
"Brawboy",0,15,0,0,0,0,0,0,0,21,
"Bray Park (NSW)",14,459,22,0,0,9,230,3,59,793,
"Brays Creek",0,28,0,0,0,0,19,0,22,70,
"Brayton",0,109,0,0,0,0,26,0,31,171,
"Breadalbane (NSW)",0,62,0,0,0,0,20,0,19,99,
"Breakfast Creek",0,28,0,0,0,0,8,0,12,46,
"Breakfast Point",114,2328,97,62,8,19,1218,4,337,4190,
"Bream Beach",0,9,0,0,0,0,3,0,4,16,
"Bredbo",0,209,0,0,0,0,94,4,36,348,
"Breelong",0,40,0,0,0,0,13,0,11,63,
"Breeza",0,112,0,0,0,0,27,0,9,147,
"Bretti",0,15,0,0,0,0,0,0,6,25,
"Brewarrina",0,576,3,0,0,12,358,9,179,1147,
"Brewongle",0,101,0,0,0,0,8,0,16,121,
"Briarbrook",0,12,0,0,0,0,0,0,0,9,
"Bribbaree",0,120,0,0,0,0,15,0,3,138,
"Bridgman",0,155,0,0,0,0,39,0,9,204,
"Brierfield",14,121,0,0,3,0,159,3,30,330,
"Brighton-le-Sands",181,5134,133,604,30,43,1270,22,913,8326,
"Brightwaters",4,615,3,0,0,0,229,0,51,905,
"Bril Bril",0,0,0,0,0,0,0,0,0,0,
"Brimbin",0,40,0,0,0,0,15,0,3,60,
"Brindabella",0,11,0,0,0,0,10,0,5,24,
"Brinerville",0,0,0,0,0,0,0,0,0,0,
"Bringelly",30,1827,15,163,0,6,294,8,166,2509,
"Bringenbrong",0,35,0,0,0,0,15,0,3,50,
"Brisbane Grove",0,105,0,0,0,0,21,0,7,134,
"Broadmeadow",17,783,11,12,0,6,651,7,99,1595,
"Broadwater (Bega Valley - NSW)",6,76,0,0,0,0,33,0,8,118,
"Broadwater (Richmond Valley - NSW)",3,370,0,9,0,0,195,4,62,643,
"Broadway",0,28,0,0,0,0,6,0,4,41,
"Brobenah",0,17,0,0,0,0,0,0,0,15,
"Brocklehurst",0,257,0,0,0,0,58,0,44,358,
"Brocklesby",0,123,0,0,0,0,41,0,14,182,
"Brockley",0,35,0,0,0,0,5,0,0,43,
"Brodies Plains",0,43,0,0,0,0,6,0,10,55,
"Brogans Creek",0,3,0,0,0,0,3,0,5,10,
"Brogers Creek",0,8,0,0,0,0,22,0,7,43,
"Brogo",11,197,0,0,3,0,242,3,46,500,
"Broke (NSW)",0,349,0,0,0,3,133,0,86,581,
"Broken Head",11,82,0,0,0,6,147,0,29,278,
"Broken Hill",96,9464,45,41,5,50,6324,56,1737,17811,
"Brombin",0,59,0,0,0,0,43,0,9,114,
"Bronte",61,3006,11,17,237,8,2647,35,705,6726,
"Brookdale (NSW)",0,15,0,0,0,0,3,0,5,26,
"Brookfield (NSW)",7,122,0,0,0,0,52,0,30,205,
"Brooklana",0,19,0,0,0,0,21,0,4,42,
"Brooklet",12,100,0,0,0,0,118,0,24,254,
"Brooklyn (NSW)",11,340,0,7,0,3,298,9,53,727,
"Brookong",0,4,0,0,0,0,3,0,0,5,
"Brookvale",125,1543,83,39,7,13,1089,25,233,3160,
"Brooman",0,4,0,0,0,0,14,0,0,27,
"Brooms Head",10,128,0,0,0,4,66,0,8,211,
"Broughams Gate",0,16,0,0,0,0,0,0,9,16,
"Broughton (NSW)",0,51,0,0,0,0,36,0,0,91,
"Broughton Vale",0,108,0,0,0,0,39,0,10,165,
"Broughton Village",0,53,0,0,0,0,24,0,3,84,
"Broulee",6,907,0,8,0,7,621,13,155,1717,
"Brownlow Hill",8,238,16,29,0,0,108,0,21,422,
"Browns Creek",0,67,0,0,0,0,29,0,8,99,
"Browns Mountain",0,13,0,0,0,0,6,0,0,20,
"Brownsville",8,336,0,0,0,0,136,4,46,531,
"Brucedale",0,114,0,0,0,0,49,0,12,182,
"Bruie Plains",0,22,0,0,0,0,13,0,10,49,
"Bruinbun",0,21,0,0,0,0,3,0,19,46,
"Brumby Plains",0,0,0,0,0,0,0,0,0,0,
"Brundee",0,31,0,0,0,0,12,0,4,49,
"Brungle",0,88,0,0,0,0,14,0,8,114,
"Brungle Creek",0,21,0,0,0,0,3,0,0,28,
"Brunkerville",0,116,0,0,0,5,66,0,18,202,
"Brunswick Heads",32,711,3,0,17,22,729,16,211,1738,
"Brushgrove",0,111,0,0,0,0,72,0,11,200,
"Brushy Creek",0,15,0,0,0,0,7,0,0,22,
"Buangla",0,0,0,0,0,0,0,0,0,0,
"Bucca (NSW)",4,274,0,0,0,13,207,0,49,548,
"Bucca Wauka",0,47,0,0,0,0,28,0,10,81,
"Buccarumbi",0,4,0,0,0,0,3,0,8,21,
"Buchanan (NSW)",0,115,0,0,0,0,57,0,14,194,
"Buckajo",0,146,0,0,0,0,123,0,24,297,
"Buckaroo",0,99,0,0,0,0,22,0,12,129,
"Buckenbowra",0,14,0,0,0,0,0,0,0,19,
"Buckenderra",0,16,0,0,0,0,0,0,0,19,
"Buckendoon",0,31,0,0,0,0,4,0,0,38,
"Bucketty",6,92,0,0,0,4,60,0,23,183,
"Buckra Bendinni",6,41,0,0,0,0,29,0,17,99,
"Budawang",0,5,0,0,0,0,10,0,0,14,
"Buddabadah",0,43,0,0,0,0,5,0,4,51,
"Budden",0,10,0,0,0,0,3,0,5,19,
"Budderoo",0,0,0,0,0,0,0,0,0,0,
"Buddong",0,0,0,0,0,0,0,0,0,0,
"Budgee Budgee (NSW)",0,132,0,0,0,0,41,0,19,194,
"Budgewoi",23,2132,3,3,0,14,907,11,267,3362,
"Budgewoi Peninsula",0,0,0,0,0,0,0,0,0,0,
"Budgong",0,32,0,0,0,0,33,0,7,67,
"Buff Point",37,2285,3,6,4,3,878,3,286,3506,
"Bugaldie",0,99,0,0,0,0,23,0,11,140,
"Bukalong",0,0,0,0,0,0,0,0,0,0,
"Bukkulla",0,92,0,0,0,0,32,0,16,136,
"Bulahdelah",8,970,0,0,0,3,319,0,123,1424,
"Bulee",0,0,0,0,0,0,0,0,0,0,
"Bulga (NSW)",0,225,0,4,0,6,68,0,51,357,
"Bulga Forest",0,0,0,0,0,0,6,0,3,9,
"Bulgary",0,10,0,0,0,0,0,0,0,12,
"Bulla (NSW)",0,4,0,0,0,0,0,0,0,6,
"Bulla Creek",0,56,0,0,0,0,3,0,0,61,
"Bullaburra",20,537,3,6,0,11,525,12,112,1232,
"Bullagreen",0,44,0,0,0,0,0,0,0,47,
"Bullarah",0,70,0,0,0,0,21,0,23,114,
"Bullatale",0,30,0,0,0,0,11,0,4,39,
"Bullawa Creek",0,70,0,0,0,0,22,0,15,102,
"Bulldog",3,7,0,0,0,0,9,0,9,29,
"Bulli",67,3351,11,41,0,14,2193,31,403,6108,
"Bulliac",0,27,0,0,0,0,14,0,9,46,
"Bullio",0,57,0,0,0,0,13,0,14,85,
"Bulyeroi",0,12,0,0,0,0,0,0,5,19,
"Bumbaldry",0,55,0,0,0,0,26,0,22,103,
"Bumbalong",0,12,0,0,0,0,0,0,9,25,
"Bundabah",0,64,0,0,0,0,35,0,7,105,
"Bundagen",8,9,0,0,6,0,90,4,26,137,
"Bundanoon (NSW)",38,1656,3,0,13,6,816,9,192,2730,
"Bundarra",4,444,0,0,0,0,147,0,79,677,
"Bundeena",21,940,4,4,3,6,777,14,151,1918,
"Bundella",0,48,0,0,0,0,9,0,12,66,
"Bundemar",0,36,0,0,0,0,0,0,3,41,
"Bundewallah",0,27,0,0,0,0,15,0,4,47,
"Bundook",0,43,0,0,0,0,50,0,9,100,
"Bundure",0,7,0,0,0,0,0,0,0,8,
"Bungaba",0,51,0,0,0,0,15,0,26,92,
"Bungabbee",0,0,0,0,0,0,0,0,0,0,
"Bungalora",0,47,0,0,0,0,10,0,3,67,
"Bungarby",0,53,0,0,0,0,10,0,10,76,
"Bungarribee",72,918,980,223,0,106,166,0,176,2634,
"Bungawalbin",0,56,0,0,0,0,38,0,20,117,
"Bungendore",24,2252,9,4,0,14,1458,20,402,4179,
"Bungonia",3,242,0,5,0,0,84,4,31,372,
"Bungowannah",3,132,0,0,0,0,21,0,5,162,
"Bungwahl",3,118,0,0,0,0,83,0,25,230,
"Bunnaloo",0,75,0,0,0,0,15,0,5,102,
"Bunnan",0,79,0,0,0,0,13,0,3,103,
"Bunyah",0,86,0,0,0,3,42,0,10,140,
"Bunyan",0,100,0,0,0,0,40,0,8,154,
"Burcher",0,50,0,0,0,0,13,0,15,84,
"Bureen",0,42,0,0,0,0,13,0,0,58,
"Burnt Bridge",0,107,0,0,0,0,27,4,24,155,
"Burnt Yards",0,18,0,0,0,0,17,0,0,30,
"Buronga",0,615,3,9,0,0,452,6,128,1215,
"Burra (Queanbeyan-Palerang Regional - NSW)",0,416,0,0,0,10,253,10,111,797,
"Burra (Snowy Valleys - NSW)",0,40,0,0,0,0,11,0,13,68,
"Burra Creek",0,61,0,0,0,0,10,0,12,81,
"Burraboi",0,40,0,0,0,0,18,0,5,65,
"Burradoo",7,1762,0,0,9,5,640,10,205,2644,
"Burraga",0,65,0,0,0,0,16,0,8,91,
"Burragate",5,38,0,0,0,0,48,0,7,107,
"Burrandana",0,11,0,0,0,0,12,0,0,21,
"Burraneer",7,2581,5,11,6,3,720,12,237,3587,
"Burrangong",0,179,0,13,0,0,32,0,11,235,
"Burrapine",0,34,0,0,0,0,13,0,15,58,
"Burrawang",3,210,0,0,3,0,109,3,20,361,
"Burrell Creek",0,141,0,0,0,0,57,0,18,216,
"Burren Junction",0,207,0,0,0,0,44,0,23,273,
"Burrier",0,34,0,0,0,0,10,0,4,45,
"Burrill Lake",26,844,3,0,0,6,458,6,113,1465,
"Burringbar",17,392,0,0,0,9,314,6,116,853,
"Burrinjuck",0,9,0,0,0,0,5,0,7,14,
"Burroway",0,92,0,0,0,0,3,0,24,121,
"Burrumbuttock",0,227,0,0,0,0,87,0,48,361,
"Burrundulla",0,109,0,0,0,0,18,0,20,147,
"Burwood (NSW)",1487,4639,1029,212,5,70,7209,37,1333,16032,
"Burwood Heights",42,565,24,19,0,3,239,3,92,987,
"Busby",337,1840,96,836,0,73,529,9,564,4286,
"Busbys Flat",0,20,0,0,0,0,11,0,7,36,
"Bushells Ridge",0,13,0,0,0,4,0,0,0,19,
"Buttaba",7,638,3,0,0,3,360,4,74,1097,
"Buttai",4,24,0,0,0,0,30,0,0,56,
"Butterwick",0,103,0,0,0,0,30,0,5,141,
"Buxton (NSW)",4,1344,3,0,0,4,513,4,157,2027,
"Byabarra",4,188,0,0,0,0,100,0,36,330,
"Byadbo Wilderness",0,0,0,0,0,0,0,0,0,0,
"Byangum",4,68,0,0,3,0,42,0,14,137,
"Bylong",0,13,0,0,0,0,3,0,8,23,
"Byng",0,36,0,0,0,0,9,0,0,48,
"Byrock",0,30,0,0,0,0,15,0,0,50,
"Byron Bay",121,1576,25,13,39,32,2416,52,1239,5515,
"Byrrill Creek",0,32,0,0,0,0,52,0,33,127,
"Bywong",15,681,0,5,0,9,494,7,117,1323,
"Cabarita (NSW)",73,1281,45,30,4,5,403,0,126,1962,
"Cabarita Beach",3,57,0,0,0,0,45,0,0,106,
"Cabbage Tree Island (Ballina - NSW)",0,27,0,0,0,0,43,0,6,78,
"Cabbage Tree Island (Mid-Coast - NSW)",0,3,0,0,0,0,0,0,5,12,
"Cabramatta",9347,5787,96,369,3,85,4339,47,1711,21784,
"Cabramatta West",2723,2446,14,249,0,29,1184,12,566,7220,
"Cabramurra",0,14,0,0,0,0,8,0,15,31,
"Caddens",26,839,71,48,0,51,305,9,135,1474,
"Cadgee (NSW)",0,16,0,0,0,0,27,0,4,43,
"Cadia",0,0,0,0,0,0,0,0,0,0,
"Caffreys Flat",0,30,0,0,0,0,18,0,8,52,
"Cairncross",0,3,0,0,0,0,0,0,0,3,
"Calala",12,2855,19,11,0,17,733,5,282,3931,
"Calamia",0,8,0,0,0,0,0,0,7,14,
"Calderwood",0,136,0,0,0,0,31,0,12,177,
"Caldwell",0,22,0,0,0,0,12,0,0,31,
"Calga",3,76,0,0,0,0,45,0,19,144,
"Califat",0,13,0,0,0,0,0,0,0,13,
"Calimo",0,32,0,0,0,6,26,0,5,70,
"Callaghan",41,534,28,26,3,12,562,13,107,1327,
"Callaghans Creek",0,5,0,0,0,0,0,0,3,5,
"Callala Bay",13,1366,0,0,0,8,641,18,154,2193,
"Callala Beach",7,490,0,0,3,4,203,10,93,805,
"Calliope (NSW)",0,78,0,0,0,0,13,0,16,107,
"Caloola",0,53,0,0,0,0,18,0,18,87,
"Cambalong",0,0,0,0,0,0,0,0,0,0,
"Camberwell (NSW)",0,62,0,0,0,0,8,0,9,80,
"Cambewarra",0,163,0,0,4,0,53,3,20,239,
"Cambewarra Village",6,750,4,4,0,4,351,0,76,1187,
"Camboon (NSW)",0,25,0,0,0,0,6,0,9,40,
"Cambra",0,21,0,0,0,0,6,0,0,27,
"Cambridge Gardens",6,1348,9,17,0,15,525,12,91,2017,
"Cambridge Park",64,4195,43,57,0,37,1769,21,537,6727,
"Cambridge Plateau",0,0,0,0,0,0,0,0,0,0,
"Camden",27,2274,0,0,0,13,656,7,250,3230,
"Camden Head",0,91,0,0,0,0,38,0,17,156,
"Camden Park (NSW)",4,1729,0,11,0,3,385,11,91,2240,
"Camden South",20,3272,17,11,3,10,1000,18,194,4540,
"Camellia",0,0,0,0,0,0,0,0,0,0,
"Cameron Park",97,4880,160,107,0,30,2232,21,465,7995,
"Camerons Creek",0,34,0,0,0,0,13,0,3,46,
"Camira (NSW)",0,12,0,0,0,0,12,0,3,33,
"Cammeray",136,3322,131,35,104,24,2613,32,607,7004,
"Camp Creek (NSW)",0,12,0,0,0,0,8,0,0,19,
"Campbelltown (NSW)",360,7169,311,675,5,116,2671,57,1194,12564,
"Camperdown (NSW)",318,2941,79,144,43,63,5408,70,1277,10342,
"Campsie",2676,8680,2274,1210,9,375,7250,48,2019,24538,
"Campvale",0,23,0,0,0,0,11,0,4,37,
"Cams Wharf",0,81,0,0,0,0,58,0,0,142,
"Canada Bay",27,788,5,27,0,19,273,3,84,1237,
"Canadian Lead",0,3,0,0,0,0,3,0,6,16,
"Canbelego",0,32,0,0,0,0,8,0,9,41,
"Candelo",6,343,0,0,0,0,260,3,66,686,
"Cangai",0,13,0,0,0,0,11,0,8,34,
"Caniaba",8,464,0,0,0,0,113,0,67,656,
"Canley Heights",4221,3731,18,226,0,52,1986,20,716,10973,
"Canley Vale",3783,3194,73,391,0,40,1828,20,882,10215,
"Canobolas",8,327,0,0,0,0,114,8,34,480,
"Canoelands",0,104,0,0,0,0,55,0,19,179,
"Canonba",0,19,0,0,0,0,0,0,0,24,
"Canowindra",9,1699,0,0,0,7,372,3,162,2259,
"Canterbury (NSW)",513,3442,282,316,11,46,1966,26,636,7230,
"Canton Beach",5,780,0,0,0,6,247,0,126,1170,
"Canyonleigh",3,253,0,0,0,0,115,0,32,401,
"Caparra",0,20,0,0,0,0,40,0,11,71,
"Capeen Creek",0,10,0,0,0,0,3,0,0,9,
"Capertee",0,79,0,0,0,0,35,0,35,145,
"Capoompeta",0,5,0,0,0,0,0,0,0,5,
"Captains Flat",0,283,0,0,0,0,260,4,64,613,
"Carabost",0,25,0,0,0,0,19,0,9,54,
"Caragabal",0,112,0,0,0,0,48,0,33,187,
"Carcalgong",0,17,0,0,0,0,13,0,10,42,
"Carcoar",4,226,0,0,0,0,51,0,26,298,
"Cardiff (NSW)",56,3399,25,23,4,23,1917,39,343,5829,
"Cardiff Heights",4,834,0,0,0,7,435,7,152,1442,
"Cardiff South",25,1793,4,0,0,13,823,17,162,2833,
"Carey Bay",3,591,0,3,0,0,228,5,63,894,
"Cargo",8,419,0,0,0,0,113,4,57,592,
"Carinda",0,123,0,0,0,0,18,0,19,157,
"Caringbah",167,7227,100,69,16,44,3124,62,850,11657,
"Caringbah South",84,8674,18,41,18,7,2692,28,675,12241,
"Carlaminda",0,29,0,0,0,0,3,0,5,41,
"Carlingford",1411,11158,1054,610,19,183,8316,51,1590,24394,
"Carlton (NSW)",504,5250,637,776,12,45,2623,49,818,10719,
"Carnes Hill",103,1168,186,230,0,65,189,0,104,2043,
"Carnham",0,4,0,0,0,0,4,0,3,6,
"Carool",0,102,0,0,0,0,55,0,12,173,
"Caroona",0,142,0,0,0,0,43,4,15,200,
"Carrabolla",0,0,0,0,0,0,0,0,7,6,
"Carrai",0,0,0,0,0,0,0,0,0,0,
"Carramar (NSW)",544,1533,54,536,0,21,518,9,337,3546,
"Carrathool",0,153,0,0,0,0,53,0,36,237,
"Carrick (NSW)",0,77,0,0,0,0,35,0,12,130,
"Carrington (Mid-Coast - NSW)",0,18,0,0,0,0,6,0,0,28,
"Carrington (Newcastle - NSW)",23,866,0,8,0,10,842,19,159,1929,
"Carrington Falls",0,11,0,0,0,0,5,0,0,20,
"Carroll",0,237,0,3,0,5,56,0,39,336,
"Carrowbrook",0,17,0,0,0,0,3,0,13,31,
"Carrs Creek",0,89,0,0,0,0,34,0,5,135,
"Carrs Island",0,10,0,0,0,0,0,0,6,11,
"Carrs Peninsula",0,18,0,0,0,0,4,0,0,21,
"Carss Park",30,859,0,39,4,3,211,0,101,1249,
"Cartwright",185,1063,47,343,0,89,326,14,304,2373,
"Cartwrights Hill",0,146,0,0,0,0,33,0,5,191,
"Carwell",0,11,0,0,0,0,7,0,0,15,
"Carwoola",6,789,3,0,0,0,476,0,145,1428,
"Cascade (NSW)",0,8,0,0,0,0,0,0,0,7,
"Casino",36,7469,16,0,0,46,2400,40,900,10910,
"Cassilis (NSW)",0,239,0,0,0,0,42,0,29,310,
"Castle Cove",49,1393,6,4,69,12,791,15,212,2557,
"Castle Doyle",0,99,0,0,0,3,43,0,15,163,
"Castle Hill (NSW)",1392,22961,1427,993,62,528,9419,106,2708,39594,
"Castle Rock",0,118,0,0,0,0,25,0,28,180,
"Castlecrag",49,1581,10,6,61,9,982,13,236,2943,
"Castlereagh",19,859,3,7,0,6,166,4,107,1168,
"Casuarina (NSW)",30,1402,16,0,6,7,903,10,309,2682,
"Casula",508,8399,783,2490,6,515,1521,49,1388,15661,
"Catalina",19,1451,7,0,0,9,651,3,195,2329,
"Cataract",0,7,0,0,0,0,0,0,0,7,
"Cathcart (NSW)",0,79,0,0,0,0,21,0,7,111,
"Catherine Field",6,1184,3,33,0,7,199,0,213,1655,
"Catherine Hill Bay",0,72,0,0,0,0,67,7,11,161,
"Cathundral",0,21,0,0,0,0,7,0,11,42,
"Cattai",5,507,0,13,0,0,175,8,83,794,
"Cattle Creek (NSW)",0,14,0,0,0,0,8,0,6,31,
"Cavan (NSW)",0,25,0,0,0,0,10,0,14,51,
"Caves Beach",35,2574,5,0,0,4,1164,20,243,4051,
"Cawdor (NSW)",0,358,0,0,0,0,41,0,33,437,
"Cawongla",8,72,0,0,0,0,84,0,26,188,
"Cecil Hills",635,4695,133,343,0,121,605,15,465,7015,
"Cecil Park",11,562,8,11,0,20,78,8,67,772,
"Cedar Brush Creek",0,59,0,0,0,0,35,0,16,115,
"Cedar Creek (Cessnock - NSW)",0,12,0,0,0,0,7,0,8,33,
"Cedar Creek (Tweed - NSW)",0,0,0,0,0,0,5,0,13,25,
"Cedar Party",6,240,0,0,0,0,81,0,37,362,
"Cedar Point",0,123,0,0,0,0,33,0,9,173,
"Cells River",0,0,0,0,0,0,0,0,0,0,
"Centennial Park (NSW)",61,1023,23,7,101,6,840,14,302,2373,
"Central Colo",0,12,0,0,0,0,14,0,3,27,
"Central Macdonald",0,27,0,0,0,0,9,0,13,52,
"Central Mangrove",0,167,0,0,0,5,71,0,15,268,
"Central Tilba",5,112,0,0,0,0,123,0,49,290,
"Cessnock",97,9143,39,22,4,31,3735,45,2063,15174,
"Chaelundi",0,0,0,0,0,0,0,0,0,0,
"Chain Valley Bay",24,1733,0,0,0,3,514,11,177,2462,
"Chakola",0,26,0,0,0,0,11,0,10,45,
"Chambigne",0,39,0,0,0,0,8,0,7,57,
"Charbon",0,79,0,0,0,0,42,0,5,129,
"Charles Sturt University",3,177,0,0,0,0,133,0,18,334,
"Charlestown (NSW)",143,7654,73,42,9,40,4017,56,876,12910,
"Charleys Forest",0,33,0,0,0,0,15,3,7,66,
"Charlotte Bay",4,83,0,0,0,0,71,0,14,170,
"Charlton (NSW)",0,15,0,0,0,0,6,0,9,24,
"Charmhaven",33,1531,0,9,3,13,760,5,201,2554,
"Chatham Valley",0,15,0,0,0,0,8,0,0,24,
"Chatsbury",0,71,0,0,0,0,6,0,11,88,
"Chatswood",1723,8659,838,351,165,160,10695,75,2240,24914,
"Chatswood West",36,739,11,9,27,8,559,10,95,1500,
"Chatsworth (NSW)",0,90,0,0,0,0,61,0,9,162,
"Cheero Point",0,52,0,0,0,0,23,0,9,85,
"Cheltenham (NSW)",73,1115,101,7,0,9,775,9,147,2245,
"Cherry Tree Hill",0,36,0,0,0,0,16,0,16,68,
